indent,x_um,y_um,depth_nm,H_GPa,E_GPa,load_mN
0,70676.691,25462.23,6.79,2.1634,83.854,0.01227
0,70676.691,25462.23,8.58,3.1819,105.559,0.01951
0,70676.691,25462.23,10.37,3.9048,90.398,0.02607
0,70676.691,25462.23,12.16,4.6285,79.992,0.03362
0,70676.691,25462.23,13.95,5.2533,75.976,0.0421
0,70676.691,25462.23,15.74,5.7373,72.391,0.05081
0,70676.691,25462.23,17.53,6.1651,71.709,0.06099
0,70676.691,25462.23,19.32,6.5468,69.958,0.07157
0,70676.691,25462.23,21.11,6.7911,72.125,0.08436
0,70676.691,25462.23,22.9,6.9867,73.678,0.09793
0,70676.691,25462.23,24.69,7.1818,74.588,0.11239
0,70676.691,25462.23,26.48,7.3977,76.325,0.12896
0,70676.691,25462.23,28.27,7.5546,77.743,0.14617
0,70676.691,25462.23,30.06,7.7198,79.187,0.16482
0,70676.691,25462.23,31.85,7.7743,80.163,0.18309
0,70676.691,25462.23,33.64,7.917,81.876,0.20443
0,70676.691,25462.23,35.43,8.0437,83.41,0.22676
0,70676.691,25462.23,37.21,8.1297,84.533,0.24931
0,70676.691,25462.23,39.0,8.1734,85.287,0.27185
0,70676.691,25462.23,40.79,8.3383,86.253,0.29795
0,70676.691,25462.23,42.58,8.487,86.553,0.324
0,70676.691,25462.23,44.37,8.6337,86.84,0.35121
0,70676.691,25462.23,46.16,8.7389,87.492,0.37956
0,70676.691,25462.23,47.95,8.809,88.405,0.40899
0,70676.691,25462.23,49.74,8.8953,89.331,0.44009
0,70676.691,25462.23,51.53,8.9204,89.548,0.46921
0,70676.691,25462.23,53.32,8.9738,89.727,0.49994
0,70676.691,25462.23,55.11,9.083,90.306,0.53442
0,70676.691,25462.23,56.9,9.1607,91.061,0.56983
0,70676.691,25462.23,58.69,9.1463,91.551,0.6028
0,70676.691,25462.23,60.48,9.2298,92.925,0.64291
0,70676.691,25462.23,62.27,9.215,93.677,0.67895
0,70676.691,25462.23,64.06,9.2403,94.638,0.71824
0,70676.691,25462.23,65.85,9.273,95.47,0.75858
0,70676.691,25462.23,67.64,9.3254,96.28,0.80098
0,70676.691,25462.23,69.43,9.3815,96.965,0.84434
0,70676.691,25462.23,71.22,9.4203,97.515,0.88769
0,70676.691,25462.23,73.01,9.4745,98.166,0.93345
0,70676.691,25462.23,74.8,9.5119,98.79,0.97955
0,70676.691,25462.23,76.59,9.5418,99.463,1.02677
0,70676.691,25462.23,78.38,9.5588,99.977,1.07375
0,70676.691,25462.23,80.17,9.5764,100.543,1.12217
0,70676.691,25462.23,81.96,9.6437,101.484,1.1768
0,70676.691,25462.23,83.75,9.6604,102.192,1.2285
0,70676.691,25462.23,85.54,9.6815,102.945,1.28198
0,70676.691,25462.23,87.33,9.6981,103.689,1.33638
0,70676.691,25462.23,89.12,9.7487,104.63,1.39575
0,70676.691,25462.23,90.91,9.7609,105.191,1.45141
0,70676.691,25462.23,92.7,9.7756,105.691,1.50808
0,70676.691,25462.23,94.49,9.7969,106.276,1.56703
0,70676.691,25462.23,96.28,9.8475,107.057,1.6311
0,70676.691,25462.23,98.07,9.8587,107.651,1.69195
0,70676.691,25462.23,99.85,9.8671,108.298,1.75417
0,70676.691,25462.23,101.64,9.8794,109.067,1.81883
0,70676.691,25462.23,103.43,9.7905,104.524,1.83468
1,70676.691,25466.23,8.58,1.2291,42.276,0.00761
1,70676.691,25466.23,10.37,1.9121,84.592,0.01415
1,70676.691,25466.23,12.16,2.3446,92.132,0.02023
1,70676.691,25466.23,13.95,2.876,76.258,0.02735
1,70676.691,25466.23,15.74,3.3408,65.227,0.03453
1,70676.691,25466.23,17.53,3.7594,60.382,0.04245
1,70676.691,25466.23,19.32,4.4155,55.753,0.05238
1,70676.691,25466.23,21.11,4.7318,59.007,0.06369
1,70676.691,25466.23,22.9,5.004,62.241,0.07618
1,70676.691,25466.23,24.69,5.3651,62.116,0.08902
1,70676.691,25466.23,26.48,5.6074,64.363,0.10357
1,70676.691,25466.23,28.27,5.8951,67.172,0.12052
1,70676.691,25466.23,30.06,5.9746,70.508,0.13714
1,70676.691,25466.23,31.85,6.2778,72.53,0.15688
1,70676.691,25466.23,33.64,6.5374,72.045,0.175
1,70676.691,25466.23,35.43,6.8245,72.884,0.19618
1,70676.691,25466.23,37.21,6.9708,75.156,0.21859
1,70676.691,25466.23,39.0,7.039,77.154,0.24077
1,70676.691,25466.23,40.79,7.1671,78.181,0.2639
1,70676.691,25466.23,42.58,7.3719,78.989,0.28948
1,70676.691,25466.23,44.37,7.5502,79.679,0.31572
1,70676.691,25466.23,46.16,7.6757,80.584,0.34259
1,70676.691,25466.23,47.95,7.7968,82.016,0.37179
1,70676.691,25466.23,49.74,7.9439,83.252,0.40271
1,70676.691,25466.23,51.53,8.0499,83.933,0.43273
1,70676.691,25466.23,53.32,8.1977,84.697,0.46544
1,70676.691,25466.23,55.11,8.2671,84.941,0.49585
1,70676.691,25466.23,56.9,8.4322,85.502,0.53122
1,70676.691,25466.23,58.69,8.5954,85.871,0.56738
1,70676.691,25466.23,60.48,8.647,86.072,0.60065
1,70676.691,25466.23,62.27,8.735,86.941,0.63857
1,70676.691,25466.23,64.06,8.7893,88.32,0.67848
1,70676.691,25466.23,65.85,8.8027,89.937,0.71907
1,70676.691,25466.23,67.64,8.8069,91.445,0.76018
1,70676.691,25466.23,69.43,8.8243,92.934,0.80301
1,70676.691,25466.23,71.22,8.8364,93.844,0.84462
1,70676.691,25466.23,73.01,8.8977,94.795,0.89004
1,70676.691,25466.23,74.8,8.9132,95.122,0.93174
1,70676.691,25466.23,76.59,8.9841,95.52,0.97788
1,70676.691,25466.23,78.38,9.0783,96.081,1.02743
1,70676.691,25466.23,80.17,9.1471,96.513,1.07629
1,70676.691,25466.23,81.96,9.1678,96.925,1.12342
1,70676.691,25466.23,83.75,9.2489,98.01,1.17924
1,70676.691,25466.23,85.54,9.2605,98.7,1.22982
1,70676.691,25466.23,87.33,9.2648,99.263,1.28033
1,70676.691,25466.23,89.12,9.3054,99.927,1.33522
1,70676.691,25466.23,90.91,9.3091,100.277,1.38671
1,70676.691,25466.23,92.7,9.3627,100.822,1.44447
1,70676.691,25466.23,94.49,9.3668,101.096,1.4978
1,70676.691,25466.23,96.28,9.4238,101.766,1.55932
1,70676.691,25466.23,98.07,9.4148,102.198,1.61481
1,70676.691,25466.23,99.85,9.4377,103.087,1.67752
1,70676.691,25466.23,101.64,9.4688,104.133,1.74357
1,70676.691,25466.23,103.43,9.4641,105.025,1.8064
2,70676.691,25470.231,6.79,2.3885,72.056,0.01344
2,70676.691,25470.231,8.58,3.4036,91.588,0.02039
2,70676.691,25470.231,10.37,4.3996,84.053,0.02829
2,70676.691,25470.231,12.16,5.1304,76.333,0.03572
2,70676.691,25470.231,13.95,5.9755,74.751,0.04545
2,70676.691,25470.231,15.74,6.5499,74.287,0.05544
2,70676.691,25470.231,17.53,7.0927,74.905,0.06702
2,70676.691,25470.231,19.32,7.2668,78.97,0.07978
2,70676.691,25470.231,21.11,7.7648,78.291,0.0937
2,70676.691,25470.231,22.9,8.125,79.813,0.10948
2,70676.691,25470.231,24.69,8.4279,80.88,0.12615
2,70676.691,25470.231,26.48,8.4843,82.213,0.14269
2,70676.691,25470.231,28.27,8.6598,84.471,0.16237
2,70676.691,25470.231,30.06,8.9007,83.891,0.18121
2,70676.691,25470.231,31.85,9.2405,83.637,0.20245
2,70676.691,25470.231,33.64,9.2308,84.324,0.22268
2,70676.691,25470.231,35.43,9.2872,87.485,0.24831
2,70676.691,25470.231,37.21,9.3707,90.009,0.27493
2,70676.691,25470.231,39.0,9.4475,91.134,0.30076
2,70676.691,25470.231,40.79,9.5051,91.517,0.32629
2,70676.691,25470.231,42.58,9.5249,92.158,0.35279
2,70676.691,25470.231,44.37,9.5284,93.081,0.38061
2,70676.691,25470.231,46.16,9.6063,93.905,0.41082
2,70676.691,25470.231,47.95,9.7073,93.685,0.44045
2,70676.691,25470.231,49.74,9.8582,93.535,0.47238
2,70676.691,25470.231,51.53,10.0238,93.657,0.50656
2,70676.691,25470.231,53.32,10.088,94.179,0.54078
2,70676.691,25470.231,55.11,10.0576,95.03,0.57476
2,70676.691,25470.231,56.9,10.065,96.549,0.61292
2,70676.691,25470.231,58.69,10.0453,97.56,0.64995
2,70676.691,25470.231,60.48,10.0476,98.361,0.6881
2,70676.691,25470.231,62.27,10.0906,99.202,0.72894
2,70676.691,25470.231,64.06,10.1205,99.788,0.76969
2,70676.691,25470.231,65.85,10.1836,100.625,0.81389
2,70676.691,25470.231,67.64,10.2267,101.172,0.85757
2,70676.691,25470.231,69.43,10.2574,101.837,0.90251
2,70676.691,25470.231,71.22,10.3098,102.833,0.95113
2,70676.691,25470.231,73.01,10.2774,103.411,0.99537
2,70676.691,25470.231,74.8,10.2898,104.203,1.04381
2,70676.691,25470.231,76.59,10.307,104.832,1.09297
2,70676.691,25470.231,78.38,10.3193,105.238,1.14201
2,70676.691,25470.231,80.17,10.3595,105.591,1.19348
2,70676.691,25470.231,81.96,10.4143,105.946,1.24711
2,70676.691,25470.231,83.75,10.4652,106.312,1.3019
2,70676.691,25470.231,85.54,10.4733,106.534,1.35445
2,70676.691,25470.231,87.33,10.4665,106.846,1.40764
2,70676.691,25470.231,89.12,10.5184,107.686,1.46924
2,70676.691,25470.231,90.91,10.4979,108.068,1.52422
2,70676.691,25470.231,92.7,10.5052,108.729,1.58418
2,70676.691,25470.231,94.49,10.5216,109.551,1.64723
2,70676.691,25470.231,96.28,10.5332,110.335,1.71099
2,70676.691,25470.231,98.07,10.5169,110.934,1.77236
2,70676.691,25470.231,99.85,10.527,111.669,1.83825
2,70676.691,25470.231,101.64,10.4284,111.301,1.887
3,70676.691,25474.755,5.0,2.1208,73.184,0.01269
3,70676.691,25474.755,6.79,3.5842,93.94,0.02015
3,70676.691,25474.755,8.58,4.8196,86.18,0.02754
3,70676.691,25474.755,10.37,5.8903,81.826,0.03533
3,70676.691,25474.755,12.16,6.9869,77.147,0.04424
3,70676.691,25474.755,13.95,8.0926,70.933,0.05332
3,70676.691,25474.755,15.74,8.7675,75.061,0.06503
3,70676.691,25474.755,17.53,8.953,81.579,0.07837
3,70676.691,25474.755,19.32,9.0826,85.526,0.09246
3,70676.691,25474.755,21.11,9.4084,85.341,0.10692
3,70676.691,25474.755,22.9,9.7857,85.252,0.12304
3,70676.691,25474.755,24.69,9.8751,86.577,0.1401
3,70676.691,25474.755,26.48,9.8378,88.092,0.15788
3,70676.691,25474.755,28.27,10.0249,89.699,0.17868
3,70676.691,25474.755,30.06,10.1713,90.089,0.1993
3,70676.691,25474.755,31.85,10.238,91.267,0.22151
3,70676.691,25474.755,33.64,10.0904,92.736,0.24325
3,70676.691,25474.755,35.43,10.1722,94.35,0.26876
3,70676.691,25474.755,37.21,10.2216,94.103,0.29237
3,70676.691,25474.755,39.0,10.4124,94.791,0.32047
3,70676.691,25474.755,40.79,10.4855,96.036,0.34942
3,70676.691,25474.755,42.58,10.4128,96.734,0.37638
3,70676.691,25474.755,44.37,10.415,97.028,0.4047
3,70676.691,25474.755,46.16,10.6229,97.32,0.4378
3,70676.691,25474.755,47.95,10.6954,96.668,0.46744
3,70676.691,25474.755,49.74,10.7844,96.326,0.4991
3,70676.691,25474.755,51.53,10.8309,96.502,0.53233
3,70676.691,25474.755,53.32,10.8763,97.799,0.57004
3,70676.691,25474.755,55.11,10.8116,99.003,0.6062
3,70676.691,25474.755,56.9,10.8018,100.838,0.6469
3,70676.691,25474.755,58.69,10.725,102.191,0.68544
3,70676.691,25474.755,60.48,10.6344,103.217,0.72339
3,70676.691,25474.755,62.27,10.601,104.047,0.76347
3,70676.691,25474.755,64.06,10.642,104.669,0.80652
3,70676.691,25474.755,65.85,10.6803,104.665,0.84839
3,70676.691,25474.755,67.64,10.8204,104.907,0.89629
3,70676.691,25474.755,69.43,10.869,104.655,0.93989
3,70676.691,25474.755,71.22,10.8948,104.553,0.98423
3,70676.691,25474.755,73.01,10.934,105.168,1.03354
3,70676.691,25474.755,74.8,10.904,105.799,1.08107
3,70676.691,25474.755,76.59,10.8829,106.705,1.1315
3,70676.691,25474.755,78.38,10.9056,108.045,1.18764
3,70676.691,25474.755,80.17,10.8511,108.646,1.23712
3,70676.691,25474.755,81.96,10.8294,109.381,1.29015
3,70676.691,25474.755,83.75,10.8268,110.163,1.34572
3,70676.691,25474.755,85.54,10.9086,111.319,1.41011
3,70676.691,25474.755,87.33,10.9025,111.724,1.46602
3,70676.691,25474.755,89.12,10.9049,112.234,1.52428
3,70676.691,25474.755,90.91,10.9064,112.832,1.58426
3,70676.691,25474.755,92.7,10.876,113.189,1.64153
3,70676.691,25474.755,94.49,10.9115,114.03,1.70815
3,70676.691,25474.755,96.28,10.9207,114.685,1.77289
3,70676.691,25474.755,98.07,10.9459,115.319,1.84015
3,70676.691,25474.755,99.85,10.9086,115.422,1.89952
3,70676.691,25474.755,101.64,10.7196,113.404,1.9297
3,70676.691,25474.755,103.43,10.5137,108.519,1.9344
4,70676.691,25478.756,5.0,2.3074,71.787,0.01407
4,70676.691,25478.756,6.79,3.7109,105.309,0.02086
4,70676.691,25478.756,8.58,4.713,102.776,0.0275
4,70676.691,25478.756,10.37,5.6241,92.985,0.03498
4,70676.691,25478.756,12.16,6.6122,85.308,0.04393
4,70676.691,25478.756,13.95,7.1338,80.853,0.05211
4,70676.691,25478.756,15.74,7.5566,74.566,0.06005
4,70676.691,25478.756,17.53,7.6782,75.301,0.06997
4,70676.691,25478.756,19.32,7.8394,72.694,0.07963
4,70676.691,25478.756,21.11,7.795,69.701,0.08855
4,70676.691,25478.756,22.9,7.8312,68.552,0.09957
4,70676.691,25478.756,24.69,7.7221,69.136,0.11185
4,70676.691,25478.756,26.48,7.3539,68.203,0.12157
4,70676.691,25478.756,28.27,7.2335,66.838,0.13279
4,70676.691,25478.756,30.06,7.1562,64.995,0.14405
4,70676.691,25478.756,31.85,7.0512,63.838,0.15603
4,70676.691,25478.756,33.64,6.8709,63.056,0.16793
4,70676.691,25478.756,35.43,6.7039,62.566,0.18049
4,70676.691,25478.756,37.21,6.57,61.496,0.19267
4,70676.691,25478.756,39.0,6.4752,60.416,0.20543
4,70676.691,25478.756,40.79,6.3974,59.341,0.21855
4,70676.691,25478.756,42.58,6.2491,58.423,0.23087
4,70676.691,25478.756,44.37,6.1561,58.44,0.24614
4,70676.691,25478.756,46.16,5.9555,58.079,0.25861
4,70676.691,25478.756,47.95,5.8077,58.096,0.2729
4,70676.691,25478.756,49.74,5.7286,58.301,0.28934
4,70676.691,25478.756,51.53,5.5574,57.659,0.30146
4,70676.691,25478.756,53.32,5.4473,57.242,0.31565
4,70676.691,25478.756,55.11,5.3611,56.647,0.33007
4,70676.691,25478.756,56.9,5.266,55.928,0.34385
4,70676.691,25478.756,58.69,5.212,55.36,0.35946
4,70676.691,25478.756,60.48,5.1393,54.721,0.37424
4,70676.691,25478.756,62.27,5.0734,54.154,0.3895
4,70676.691,25478.756,64.06,5.0081,53.74,0.40533
4,70676.691,25478.756,65.85,4.9358,53.413,0.4212
4,70676.691,25478.756,67.64,4.8565,53.08,0.43674
4,70676.691,25478.756,69.43,4.7752,52.695,0.45192
4,70676.691,25478.756,71.22,4.691,52.258,0.46666
4,70676.691,25478.756,73.01,4.6331,51.936,0.48323
4,70676.691,25478.756,74.8,4.579,51.588,0.49993
4,70676.691,25478.756,76.59,4.5077,51.15,0.5152
4,70676.691,25478.756,78.38,4.4567,50.875,0.53242
4,70676.691,25478.756,80.17,4.4033,50.65,0.54975
4,70676.691,25478.756,81.96,4.3367,50.409,0.56606
4,70676.691,25478.756,83.75,4.2749,50.307,0.58334
4,70676.691,25478.756,85.54,4.2123,50.203,0.60048
4,70676.691,25478.756,87.33,4.1518,50.129,0.6179
4,70676.691,25478.756,89.12,4.0931,49.978,0.63501
4,70676.691,25478.756,90.91,4.036,49.846,0.65232
4,70676.691,25478.756,92.7,3.9889,49.706,0.67048
4,70676.691,25478.756,94.49,3.9427,49.473,0.68819
4,70676.691,25478.756,96.28,3.8888,49.257,0.70518
4,70676.691,25478.756,98.07,3.8471,49.037,0.72337
4,70676.691,25478.756,99.85,3.8065,48.719,0.74109
4,70676.691,25478.756,101.64,3.7001,46.23,0.73752
5,70676.691,25482.756,5.0,1.5042,64.365,0.00877
5,70676.691,25482.756,6.79,2.6658,92.993,0.01505
5,70676.691,25482.756,8.58,3.7074,86.052,0.02183
5,70676.691,25482.756,10.37,4.689,75.511,0.02909
5,70676.691,25482.756,12.16,5.6416,73.206,0.03768
5,70676.691,25482.756,13.95,6.441,76.138,0.04791
5,70676.691,25482.756,15.74,7.028,75.913,0.05818
5,70676.691,25482.756,17.53,7.7038,74.69,0.06982
5,70676.691,25482.756,19.32,8.2521,76.428,0.08362
5,70676.691,25482.756,21.11,8.4319,78.735,0.09767
5,70676.691,25482.756,22.9,8.446,82.442,0.11328
5,70676.691,25482.756,24.69,8.7086,83.838,0.13039
5,70676.691,25482.756,26.48,9.0863,83.75,0.14855
5,70676.691,25482.756,28.27,9.3613,84.483,0.16811
5,70676.691,25482.756,30.06,9.3445,86.495,0.1881
5,70676.691,25482.756,31.85,9.341,89.255,0.21037
5,70676.691,25482.756,33.64,9.4451,90.441,0.23321
5,70676.691,25482.756,35.43,9.5735,91.076,0.25692
5,70676.691,25482.756,37.21,9.7028,91.578,0.28174
5,70676.691,25482.756,39.0,9.7628,92.281,0.30721
5,70676.691,25482.756,40.79,9.75,92.702,0.33224
5,70676.691,25482.756,42.58,9.8993,93.109,0.3609
5,70676.691,25482.756,44.37,9.9779,93.127,0.38883
5,70676.691,25482.756,46.16,10.1641,93.645,0.42096
5,70676.691,25482.756,47.95,10.1407,93.619,0.44913
5,70676.691,25482.756,49.74,10.2327,94.236,0.48223
5,70676.691,25482.756,51.53,10.2859,94.644,0.51521
5,70676.691,25482.756,53.32,10.3378,95.284,0.55001
5,70676.691,25482.756,55.11,10.3367,96.242,0.58567
5,70676.691,25482.756,56.9,10.3114,97.561,0.62301
5,70676.691,25482.756,58.69,10.347,99.452,0.6652
5,70676.691,25482.756,60.48,10.3108,100.395,0.70348
5,70676.691,25482.756,62.27,10.3142,101.537,0.74483
5,70676.691,25482.756,64.06,10.3407,102.506,0.78766
5,70676.691,25482.756,65.85,10.3691,103.115,0.83056
5,70676.691,25482.756,67.64,10.4217,103.416,0.87443
5,70676.691,25482.756,69.43,10.4322,103.109,0.91523
5,70676.691,25482.756,71.22,10.5298,103.094,0.96198
5,70676.691,25482.756,73.01,10.597,103.112,1.00876
5,70676.691,25482.756,74.8,10.7212,103.992,1.06366
5,70676.691,25482.756,76.59,10.7048,104.686,1.11247
5,70676.691,25482.756,78.38,10.6693,105.766,1.16343
5,70676.691,25482.756,80.17,10.6534,107.256,1.21875
5,70676.691,25482.756,81.96,10.6126,108.623,1.27328
5,70676.691,25482.756,83.75,10.591,109.789,1.32904
5,70676.691,25482.756,85.54,10.5396,110.289,1.38032
5,70676.691,25482.756,87.33,10.5542,111.015,1.43831
5,70676.691,25482.756,89.12,10.64,111.909,1.50368
5,70676.691,25482.756,90.91,10.6861,112.35,1.56514
5,70676.691,25482.756,92.7,10.6926,112.558,1.62346
5,70676.691,25482.756,94.49,10.7034,112.874,1.68395
5,70676.691,25482.756,96.28,10.7464,113.533,1.75061
5,70676.691,25482.756,98.07,10.7543,114.089,1.81513
5,70676.691,25482.756,99.85,10.8159,115.018,1.88837
5,70676.691,25482.756,101.64,10.6916,113.888,1.93073
6,70676.691,25486.757,10.37,1.6574,147.634,0.01303
6,70676.691,25486.757,12.16,3.009,226.196,0.02771
6,70676.691,25486.757,13.95,4.5573,186.684,0.04631
6,70676.691,25486.757,15.74,6.0272,190.837,0.06854
6,70676.691,25486.757,17.53,7.3474,218.654,0.09551
6,70676.691,25486.757,19.32,8.382,209.076,0.12044
6,70676.691,25486.757,21.11,9.5061,217.525,0.15213
6,70676.691,25486.757,22.9,10.4635,223.152,0.18565
6,70676.691,25486.757,24.69,11.144,248.297,0.22439
6,70676.691,25486.757,26.48,11.7144,272.828,0.26594
6,70676.691,25486.757,28.27,12.6122,270.572,0.31034
6,70676.691,25486.757,30.06,13.0666,269.961,0.35112
6,70676.691,25486.757,31.85,13.7175,268.127,0.39805
6,70676.691,25486.757,33.64,14.1626,270.061,0.44587
6,70676.691,25486.757,35.43,14.735,279.158,0.50346
6,70676.691,25486.757,37.21,15.2349,278.604,0.55832
6,70676.691,25486.757,39.0,15.5464,278.255,0.61192
6,70676.691,25486.757,40.79,15.9071,283.269,0.67339
6,70676.691,25486.757,42.58,16.3061,295.097,0.74471
6,70676.691,25486.757,44.37,16.3553,299.893,0.80423
6,70676.691,25486.757,46.16,16.6606,300.521,0.87127
6,70676.691,25486.757,47.95,16.9525,297.263,0.93735
6,70676.691,25486.757,49.74,17.2035,295.67,1.00608
6,70676.691,25486.757,51.53,17.3478,294.62,1.07395
6,70676.691,25486.757,53.32,17.6826,294.252,1.15247
6,70676.691,25486.757,55.11,17.8913,292.081,1.22658
6,70676.691,25486.757,56.9,18.0496,292.935,1.30512
6,70676.691,25486.757,58.69,18.115,294.208,1.3828
6,70676.691,25486.757,60.48,18.1645,295.738,1.46247
6,70676.691,25486.757,62.27,18.2143,296.267,1.5429
6,70676.691,25486.757,64.06,18.3527,295.707,1.6284
6,70676.691,25486.757,65.85,18.566,295.186,1.72061
6,70676.691,25486.757,67.64,18.7217,293.4,1.80977
6,70676.691,25486.757,69.43,18.9268,290.831,1.9025
6,70676.691,25486.757,71.22,19.1062,288.864,1.99721
6,70676.691,25486.757,73.01,19.3225,289.002,2.10162
6,70676.691,25486.757,74.8,19.4123,290.208,2.20351
6,70676.691,25486.757,76.59,19.6148,295.003,2.32515
6,70676.691,25486.757,78.38,19.6419,298.552,2.43503
6,70676.691,25486.757,80.17,19.6281,301.536,2.54302
6,70676.691,25486.757,81.96,19.6904,304.867,2.66044
6,70676.691,25486.757,83.75,19.7318,307.182,2.77618
6,70676.691,25486.757,85.54,19.8163,309.521,2.89847
6,70676.691,25486.757,87.33,19.9676,312.336,3.03128
6,70676.691,25486.757,89.12,20.1065,314.766,3.16535
6,70676.691,25486.757,90.91,20.204,316.135,3.29549
6,70676.691,25486.757,92.7,20.387,317.632,3.43752
6,70676.691,25486.757,94.49,20.572,318.718,3.58198
6,70676.691,25486.757,96.28,20.688,318.508,3.71789
6,70676.691,25486.757,98.07,20.8092,317.891,3.85549
6,70676.691,25486.757,99.85,20.9733,317.581,4.00193
6,70676.691,25486.757,101.64,21.0863,316.984,4.14436
6,70676.691,25486.757,103.43,21.1765,316.075,4.28532
7,70676.691,25490.757,5.0,3.8192,142.498,0.02279
7,70676.691,25490.757,6.79,6.1944,136.273,0.03509
7,70676.691,25490.757,8.58,8.5137,137.291,0.04806
7,70676.691,25490.757,10.37,10.7335,147.374,0.06343
7,70676.691,25490.757,12.16,12.2188,150.331,0.07853
7,70676.691,25490.757,13.95,13.6214,163.529,0.09902
7,70676.691,25490.757,15.74,14.1093,171.749,0.11881
7,70676.691,25490.757,17.53,14.6403,171.277,0.13973
7,70676.691,25490.757,19.32,15.2121,170.812,0.16339
7,70676.691,25490.757,21.11,15.1169,170.636,0.1857
7,70676.691,25490.757,22.9,15.3709,181.291,0.21776
7,70676.691,25490.757,24.69,15.1541,180.891,0.24316
7,70676.691,25490.757,26.48,15.4201,179.149,0.27326
7,70676.691,25490.757,28.27,15.6792,179.651,0.30677
7,70676.691,25490.757,30.06,15.7379,182.474,0.34221
7,70676.691,25490.757,31.85,15.4256,184.547,0.37465
7,70676.691,25490.757,33.64,15.4906,187.368,0.41393
7,70676.691,25490.757,35.43,15.6359,186.025,0.45237
7,70676.691,25490.757,37.21,15.6725,184.676,0.49071
7,70676.691,25490.757,39.0,15.8278,187.996,0.53808
7,70676.691,25490.757,40.79,15.65,188.962,0.57872
7,70676.691,25490.757,42.58,15.5247,187.435,0.61812
7,70676.691,25490.757,44.37,15.6806,186.282,0.66519
7,70676.691,25490.757,46.16,15.6667,185.011,0.70975
7,70676.691,25490.757,47.95,15.6088,184.431,0.75558
7,70676.691,25490.757,49.74,15.4576,182.516,0.79764
7,70676.691,25490.757,51.53,15.6614,181.928,0.8528
7,70676.691,25490.757,53.32,15.5312,179.67,0.89654
7,70676.691,25490.757,55.11,15.435,178.363,0.94396
7,70676.691,25490.757,56.9,15.1942,177.221,0.98767
7,70676.691,25490.757,58.69,15.2676,179.369,1.05074
7,70676.691,25490.757,60.48,15.1021,180.87,1.10527
7,70676.691,25490.757,62.27,15.0093,184.134,1.1682
7,70676.691,25490.757,64.06,14.9407,187.542,1.23405
7,70676.691,25490.757,65.85,14.8151,190.21,1.29689
7,70676.691,25490.757,67.64,14.6807,191.87,1.35771
7,70676.691,25490.757,69.43,14.634,193.161,1.42328
7,70676.691,25490.757,71.22,14.5724,193.498,1.48673
7,70676.691,25490.757,73.01,14.5789,193.763,1.55525
7,70676.691,25490.757,74.8,14.7117,194.595,1.63497
7,70676.691,25490.757,76.59,14.816,194.896,1.71343
7,70676.691,25490.757,78.38,14.8492,194.598,1.78714
7,70676.691,25490.757,80.17,14.8798,194.864,1.86426
7,70676.691,25490.757,81.96,14.8581,195.204,1.9395
7,70676.691,25490.757,83.75,14.8205,196.099,2.01715
7,70676.691,25490.757,85.54,14.8645,197.648,2.10526
7,70676.691,25490.757,87.33,14.8594,198.586,2.18895
7,70676.691,25490.757,89.12,14.8901,199.825,2.27873
7,70676.691,25490.757,90.91,14.9003,200.177,2.3649
7,70676.691,25490.757,92.7,14.8859,200.16,2.44875
7,70676.691,25490.757,94.49,14.8256,199.604,2.527
7,70676.691,25490.757,96.28,14.7757,199.393,2.60893
7,70676.691,25490.757,98.07,14.7812,199.68,2.70001
7,70676.691,25490.757,99.85,14.7531,199.712,2.78784
7,70676.691,25490.757,101.64,14.6852,187.994,2.80875
8,70676.691,25495.234,6.79,1.5884,54.95,0.00898
8,70676.691,25495.234,8.58,2.2278,86.609,0.01391
8,70676.691,25495.234,10.37,2.9225,102.135,0.02091
8,70676.691,25495.234,12.16,3.5854,83.328,0.02805
8,70676.691,25495.234,13.95,4.3166,70.933,0.03615
8,70676.691,25495.234,15.74,4.8822,68.445,0.04512
8,70676.691,25495.234,17.53,5.4388,68.349,0.05572
8,70676.691,25495.234,19.32,5.8248,68.278,0.06655
8,70676.691,25495.234,21.11,6.2505,67.935,0.07867
8,70676.691,25495.234,22.9,6.6562,69.367,0.09292
8,70676.691,25495.234,24.69,6.8696,71.34,0.10766
8,70676.691,25495.234,26.48,6.9733,73.876,0.12335
8,70676.691,25495.234,28.27,7.1701,75.731,0.14071
8,70676.691,25495.234,30.06,7.4059,76.097,0.15848
8,70676.691,25495.234,31.85,7.6623,77.127,0.17845
8,70676.691,25495.234,33.64,7.7769,80.127,0.20058
8,70676.691,25495.234,35.43,7.824,82.927,0.22308
8,70676.691,25495.234,37.21,7.9153,84.518,0.24602
8,70676.691,25495.234,39.0,8.1759,85.564,0.27231
8,70676.691,25495.234,40.79,8.324,85.769,0.2969
8,70676.691,25495.234,42.58,8.4557,86.712,0.3237
8,70676.691,25495.234,44.37,8.5683,87.755,0.35167
8,70676.691,25495.234,46.16,8.6768,87.934,0.37916
8,70676.691,25495.234,47.95,8.8591,88.41,0.41012
8,70676.691,25495.234,49.74,8.9512,88.632,0.43976
8,70676.691,25495.234,51.53,9.1028,89.888,0.47466
8,70676.691,25495.234,53.32,9.0651,90.392,0.50416
8,70676.691,25495.234,55.11,9.1509,91.507,0.53974
8,70676.691,25495.234,56.9,9.2189,92.203,0.57498
8,70676.691,25495.234,58.69,9.3024,92.768,0.61159
