X,Y,H,E,S2P,phase_angle,HE
71223.71,27219.545,9.372397,83.28495,1005.5562,-0.2284972,0.112534106
71223.71,27219.068,4.5817976,68.88433,1365.7979,1.6494921,0.066514365
71223.71,27218.545,5.4915166,75.039406,1355.7804,4.3550563,0.07318177
71223.71,27218.068,7.367213,78.86764,1143.6093,0.6427421,0.09341237
71223.71,27217.545,8.103235,74.014435,943.5678,-0.3088611,0.10948183
71223.71,27217.068,0.8724692,10.674283,296.2802,1.019508,0.081735626
71223.71,27216.545,1.5468514,29.350279,774.143,0.47785544,0.052703124
71223.71,27216.068,7.9954753,96.5975,1488.9915,0.033067763,0.08277103
71223.71,27215.545,6.418283,90.538414,1618.299,3.5212228,0.070890166
71223.71,27215.068,6.7229466,83.59183,1364.2021,0.9651125,0.08042588
71223.71,27214.545,9.884703,81.3144,918.1827,-0.2500546,0.12156153
71223.71,27214.068,6.0898724,87.0893,1587.03,0.073342375,0.06992675
71223.71,27213.545,1.4010367,18.743795,447.9836,0.8725063,0.07474669
71223.71,27213.068,12.129754,90.35676,902.12933,-0.2342354,0.1342429
71223.71,27212.545,7.171945,102.985214,1819.1642,1.3612022,0.06964053
71223.234,27212.545,5.2526236,56.90081,703.17096,0.095978126,0.092311926
71223.234,27213.068,12.732612,154.29042,2052.5884,0.009169662,0.08252367
71223.234,27213.545,6.7246213,75.53342,989.01416,3.8494,0.089028426
71223.234,27214.068,6.8002234,79.76992,1097.8748,5.966325,0.08524796
71223.234,27214.545,11.726726,98.87317,942.6247,-0.22447842,0.11860372
71223.234,27215.068,9.224946,83.27647,856.075,-0.31688157,0.11077495
71223.234,27215.545,4.5860806,50.692078,633.0664,-0.0050366763,0.090469375
71223.234,27216.068,7.5807567,111.52069,1942.5073,7.718863,0.06797624
71223.234,27216.545,7.5000453,123.70918,2420.1384,3.6454675,0.060626425
71223.234,27217.068,1.3579983,16.725925,190.60992,26.981329,0.08119122
71223.234,27217.545,2.2917545,43.10635,1228.5374,1.9132196,0.053165127
71223.234,27218.068,1.6371661,28.275003,848.3611,1.8945938,0.057901535
71223.234,27218.545,3.3306944,42.873775,640.67804,-0.09619504,0.07768606
71223.234,27219.068,9.422918,137.50037,2292.8345,0.9039747,0.068530135
71223.234,27219.545,7.7193227,124.61847,2374.4858,3.9545386,0.06194365
71223.234,27220.068,6.8346043,72.241936,881.535,0.29468158,0.09460716
71223.234,27220.545,7.568859,76.39218,886.21246,-0.10053171,0.099078976
71223.234,27221.068,7.4985137,70.95597,764.16833,-0.22946905,0.1056784
71223.234,27221.545,6.165047,63.721542,752.82996,0.09801362,0.09674981
71223.234,27222.068,7.9797516,108.46784,1731.4093,3.9694932,0.073567905
71223.234,27222.545,6.828359,100.01359,1757.6173,11.521038,0.06827431
71223.234,27223.068,1.6366838,21.677706,307.8773,3.6409159,0.07550079
71223.234,27223.545,3.9580605,50.012314,740.7717,11.385523,0.07914172
71223.234,27224.068,1.4622037,20.748287,404.26846,6.8806267,0.07047347
71223.234,27224.545,1.6711397,29.62094,922.62885,0.8859131,0.056417514
71223.234,27225.07,7.340683,92.12491,1362.4822,4.4707785,0.07968185
71223.234,27225.545,11.888416,175.10902,2797.619,2.049315,0.06789151
71223.234,27226.07,1.7485968,24.020254,377.95874,1.4686513,0.07279676
71223.234,27226.545,10.193762,103.40504,1197.5137,0.090462185,0.098580904
71223.234,27227.07,8.757158,83.76209,916.73267,-0.47684303,0.104547985
71222.71,27227.07,6.554738,56.41739,735.4484,-0.49963644,0.11618294
71222.71,27226.545,9.499696,75.28364,843.46204,-0.62041533,0.1261854
71222.71,27226.07,0.32817024,27.119835,1392.6044,1.5861567,0.012100746
71222.71,27224.068,8.158111,93.18848,1400.9241,0.502197,0.0875442
71222.71,27223.545,4.115416,53.928207,1032.1947,0.12402744,0.07631286
71222.71,27223.068,3.8638813,37.53439,606.26447,1.6133897,0.10294243
71222.71,27222.545,5.80147,69.70565,1172.165,-0.5947019,0.08322811
71222.71,27222.068,9.0834675,113.2214,1759.4862,-0.03948281,0.08022748
71222.71,27221.545,6.6055574,93.753204,1713.3514,3.1683433,0.07045687
71222.71,27221.068,6.8795867,95.4199,1701.7567,2.1393921,0.07209803
71222.71,27220.545,9.4646635,77.50657,889.9429,-0.23427267,0.12211434
71222.71,27220.068,8.552058,81.39902,1066.284,-0.27920052,0.10506341
71222.71,27219.068,14.013006,85.63942,715.6056,-0.20536217,0.163628
71222.71,27218.545,7.8462205,106.287834,1810.2654,-0.006766359,0.073820494
71222.71,27218.068,6.137347,82.62007,1480.8567,2.3680687,0.07428397
71222.71,27217.545,7.3124366,79.717316,1190.9789,0.2947944,0.09172959
71222.71,27217.068,6.49394,62.91469,891.5218,0.04462983,0.10321818
71222.71,27216.545,1.7514532,31.502739,846.2584,6.6000123,0.055596855
71222.71,27216.068,10.756906,100.0114,1216.7924,-0.096052274,0.1075568
71222.71,27215.545,6.9102645,102.61901,1913.6536,-0.04470364,0.067339025
71222.71,27215.068,3.435107,68.832664,1776.7621,2.2900326,0.04990519
71222.71,27214.545,7.1124845,86.748,1408.0533,1.4338245,0.08199018
71222.71,27214.068,8.264154,70.32389,858.4837,-0.18786067,0.1175156
71222.71,27213.545,2.694092,39.18482,869.71155,2.6712072,0.068753466
71222.71,27212.545,9.775338,91.70082,1150.3829,-0.5334434,0.10660034
71222.234,27212.545,5.508939,59.576508,835.11273,-0.04475954,0.09246831
71222.234,27213.068,6.926972,69.87641,902.74554,2.931506,0.09913176
71222.234,27213.545,8.780477,104.70684,1553.9834,0.9852084,0.083857715
71222.234,27214.068,7.256379,73.7909,958.3311,-0.22013447,0.09833705
71222.234,27214.545,8.262158,82.18121,1034.8049,-0.4904848,0.100535855
71222.234,27215.068,4.38367,48.81017,709.7607,0.013633466,0.08981059
71222.234,27215.545,9.959949,159.27599,2994.6282,0.82886714,0.06253264
71222.234,27216.068,1.6552358,34.65031,9228.236,19.477325,0.047769725
71222.234,27216.545,4.985939,59.60186,937.87805,0.867747,0.08365408
71222.234,27217.068,7.7598743,98.290855,1573.5254,3.9285233,0.07894808
71222.234,27217.545,8.3699045,84.519714,1078.3462,-0.31469077,0.09902902
71222.234,27218.068,6.4964113,61.587322,749.876,0.045383025,0.10548293
71222.234,27218.545,7.6857753,104.55047,1796.6683,6.070185,0.073512584
71222.234,27219.068,1.7515113,18.289598,220.06514,23.327026,0.095765434
71222.234,27219.545,1.6572257,27.439934,3471.0605,34.962997,0.06039467
71222.234,27220.068,6.4273195,67.036995,899.11444,14.518362,0.0958772
71222.234,27220.545,7.5558395,83.16271,1163.7949,-0.3137199,0.0908561
71222.234,27221.068,8.249339,78.08083,938.38184,-0.30977044,0.10565127
71222.234,27222.068,7.2832704,120.6352,2534.37,1.2852513,0.06037434
71222.234,27222.545,2.5464647,37.764534,878.14435,-0.07045284,0.06743006
71222.234,27223.068,10.784469,105.66235,1274.7432,0.8621611,0.102065384
71222.234,27223.545,7.723724,93.7873,1441.7369,4.7318506,0.08235362
71222.234,27224.068,9.707239,84.50667,929.1315,-0.17747998,0.114869505
71222.234,27224.545,3.5524971,43.399452,711.03265,0.02577967,0.081855804
71222.234,27225.07,5.9209976,107.644745,2608.5198,4.750208,0.055004984
71222.234,27225.545,5.961918,58.31761,734.09467,2.6533144,0.10223186
71222.234,27226.07,3.5508215,59.755905,1508.0475,6.2445836,0.0594221
71222.234,27226.545,6.2256823,65.65106,891.8632,-0.12974447,0.09482988
71222.234,27227.07,10.196421,86.84041,932.47833,-0.49204263,0.11741562
71221.71,27227.07,6.1941276,52.094494,581.1925,-0.6409703,0.118901774
71221.71,27226.545,8.445642,70.10469,738.13104,-0.4311942,0.12047186
71221.71,27226.07,5.797284,70.11627,1073.2991,0.48499435,0.08268101
71221.71,27225.545,2.4675164,24.220884,350.329,0.9271056,0.10187557
71221.71,27225.07,10.221184,86.40568,895.67377,-0.061862398,0.118292965
71221.71,27224.545,7.25929,112.993904,2013.5884,0.46879116,0.06424497
71221.71,27224.068,8.250186,102.620186,1514.3978,1.678709,0.08039535
71221.71,27223.545,8.976439,74.30761,772.8675,0.041763984,0.12080108
71221.71,27223.068,11.003868,110.04972,1294.4504,0.94279724,0.099989966
71221.71,27222.068,0.79163235,48.59908,2088.4253,-0.3683756,0.01628904
71221.71,27221.545,0.042667184,45.96856,2864.334,2.7021646,0.00092818186
71221.71,27221.068,7.5230365,109.699905,1852.9417,1.9248381,0.06857833
71221.71,27220.545,8.348163,81.89432,998.90814,-0.044130757,0.10193824
71221.71,27220.068,11.418941,95.648056,963.73444,-0.20951124,0.119384974
71221.71,27218.545,9.783354,90.98218,1031.7644,0.018237215,0.107530445
71221.71,27218.068,2.43005,66.43234,1949.3667,2.5942628,0.03657932
71221.71,27217.545,7.282476,91.585846,1393.8242,1.0271025,0.0795153
71221.71,27217.068,9.10817,76.754265,809.2709,-0.39359823,0.11866663
71221.71,27216.545,3.6835198,33.252113,424.39206,12.289611,0.11077551
71221.71,27216.068,1.3532885,36.60827,1061.0851,0.43933088,0.036966745
71221.71,27215.545,10.423666,93.74931,1021.46564,-0.28430519,0.11118659
71221.71,27215.068,8.120472,116.87173,1927.0266,0.5436636,0.06948192
71221.71,27214.545,7.369946,95.70334,1489.2354,2.1335182,0.07700824
71221.71,27214.068,7.8948836,76.55109,933.3946,-0.1252333,0.103132226
71221.71,27213.545,6.159658,77.17116,1203.1715,0.26765323,0.07981814
71221.71,27213.068,0.8616621,28.11328,880.3743,3.9727764,0.030649647
71221.71,27212.545,1.6243709,49.462345,1545.6232,-0.5143085,0.032840557
71221.234,27212.545,5.1038136,56.221107,788.25116,-0.17080608,0.09078109
71221.234,27213.068,9.784658,92.63597,1086.3899,1.0432663,0.105624825
71221.234,27213.545,7.3067064,72.061104,896.0776,13.428551,0.10139598
71221.234,27214.068,7.1179404,71.787605,913.1504,-0.22454934,0.09915277
71221.234,27214.545,6.808521,70.1435,912.67004,-0.30209205,0.0970656
71221.234,27215.068,10.15932,144.3971,2407.7517,0.3339667,0.070356816
71221.234,27215.545,7.985441,123.60142,2338.9817,5.3047876,0.06460639
71221.234,27216.068,4.469558,59.033543,1017.5831,2.7707307,0.075712174
71221.234,27216.545,8.266104,103.829865,1607.9169,1.4456984,0.07961201
71221.234,27217.068,1.9783725,28.616287,605.46783,2.3919613,0.06913449
71221.234,27217.545,8.505834,81.15926,969.8926,-0.38604677,0.104804225
71221.234,27218.068,5.7625217,60.09414,794.9276,-0.07901987,0.09589158
71221.234,27218.545,3.8988967,77.90549,2234.5535,6.0082192,0.050046496
71221.234,27219.068,1.7553077,55.351997,6333.4565,3.9300113,0.03171173
71221.234,27219.545,2.7700436,51.679276,1498.981,0.39840576,0.053600665
71221.234,27220.068,8.78144,103.11104,1487.6277,0.5932898,0.08516488
71221.234,27220.545,8.287766,84.89258,1085.3644,-0.30647886,0.097626515
71221.234,27221.068,6.0753684,60.918503,773.9875,-0.24073124,0.09972944
71221.234,27221.545,9.30402,142.89609,2598.4973,0.55291545,0.06511039
71221.234,27222.068,5.9655833,104.11609,2344.6523,7.5359993,0.05729742
71221.234,27222.545,1.751002,23.130003,437.12048,1.8469195,0.07570262
71221.234,27223.068,5.16031,94.691055,2313.8838,2.9018493,0.054496273
71221.234,27223.545,8.59584,91.50798,1208.6791,-0.48101118,0.093935415
71221.234,27224.068,7.724556,72.802505,865.1204,-0.27010944,0.106102884
71221.234,27224.545,2.4076126,31.901516,557.63586,0.05023784,0.075470164
71221.234,27225.07,7.1985717,92.85867,1501.5675,8.18658,0.0775218
71221.234,27225.545,7.4163656,85.21306,1226.8201,2.9444575,0.087033205
71221.234,27226.07,8.068843,87.91126,1193.7562,0.7019946,0.09178395
71221.234,27226.545,8.432254,77.45936,894.7019,-0.28497934,0.108860366
71221.234,27227.07,9.314573,82.37737,913.51904,-0.13017395,0.113071986
71220.71,27227.07,6.401096,50.96317,565.47614,-0.76096386,0.1256024
71220.71,27226.545,9.944746,83.6945,897.2067,-0.37789226,0.11882197
71220.71,27226.07,7.4964323,70.294815,870.41986,-0.058129184,0.106642745
71220.71,27225.07,10.014874,86.81989,952.6108,-0.13782129,0.1153523
71220.71,27224.545,8.071497,110.553764,1801.1921,0.34606233,0.0730097
71220.71,27223.545,7.949538,68.8871,790.3205,-0.65626025,0.11539952
71220.71,27223.068,12.853761,103.70174,1016.8526,-0.6188547,0.12394933
71220.71,27222.545,1.3372768,26.30286,684.4829,1.0240749,0.0508415
71220.71,27222.068,12.107945,105.14678,1109.6378,0.08469903,0.11515279
71220.71,27221.545,9.431991,123.26095,1876.4005,0.0029760057,0.07652051
71220.71,27221.068,7.1224623,106.36775,1890.6708,1.9414858,0.06696073
71220.71,27220.545,7.2719107,85.41701,1268.9558,0.9126759,0.08513422
71220.71,27220.068,8.380406,70.684456,784.79443,-0.235688,0.11856081
71220.71,27219.545,5.480507,81.387,1510.4742,-0.31868818,0.06733885
71220.71,27218.068,7.763322,98.412094,1527.8488,1.0140462,0.07888585
71220.71,27217.545,7.514076,91.86216,1397.3888,1.6947135,0.081797294
71220.71,27217.068,8.53034,69.91222,754.8778,-0.28912443,0.122015014
71220.71,27216.545,6.325965,87.761765,1513.0574,-0.19764698,0.072081104
71220.71,27216.068,4.566292,40.299583,519.108,0.6996021,0.11330866
71220.71,27215.545,15.705925,87.69632,591.57355,-0.45946577,0.17909446
71220.71,27215.068,1.1673847,54.866146,2280.5168,1.6469775,0.021276958
71220.71,27214.545,6.836546,90.96106,1499.691,3.6735752,0.07515904
71220.71,27214.068,7.37626,80.32457,1123.2295,0.8738995,0.09183068
71220.71,27213.545,8.156797,83.692604,1095.868,-0.6989512,0.09746139
71220.71,27213.068,4.1683393,46.5321,732.2356,1.0391653,0.089579865
71220.71,27212.545,5.196307,71.28895,1260.5759,0.040357947,0.07289078
71220.234,27212.545,7.4995284,87.76044,1331.7089,-0.29654193,0.085454546
71220.234,27213.068,6.5550756,79.50111,1269.986,5.2033424,0.08245263
71220.234,27213.545,9.215017,104.51649,1493.8994,0.044661682,0.08816808
71220.234,27214.068,8.469142,78.5109,955.49304,-0.38524294,0.10787218
71220.234,27214.545,5.9226575,58.990982,793.24365,0.025456453,0.10039937
71220.234,27215.068,8.856918,140.78998,2699.2478,0.34352398,0.062908724
71220.234,27215.545,6.744835,103.650856,2050.6218,8.032943,0.06507264
71220.234,27216.068,4.9975615,57.284134,893.2444,0.8686756,0.087241635
71220.234,27216.545,9.604422,121.78875,1898.4,1.9753138,0.07886132
71220.234,27217.068,5.933153,71.01226,1134.468,-0.37804487,0.08355111
71220.234,27217.545,7.3309,70.03043,889.0784,-0.053833827,0.10468163
71220.234,27218.068,3.5567026,41.85386,687.7468,-0.099122174,0.08497909
71220.234,27218.545,1.5078967,20.755844,482.6356,2.0508292,0.072649255
71220.234,27219.068,3.4826157,42.049896,711.4911,1.377095,0.08282103
71220.234,27219.545,5.5087123,89.71961,1949.5975,1.2653561,0.0613992
71220.234,27220.068,8.422984,81.60901,1032.2488,-0.16064571,0.10321145
71220.234,27220.545,7.443018,74.82293,992.0738,-0.4149042,0.09947509
71220.234,27221.068,3.9920166,46.181705,739.675,0.3101579,0.08644152
71220.234,27221.545,5.5770197,106.31709,2675.165,2.1563408,0.052456472
71220.234,27222.068,2.9339235,91.380486,4640.5425,3.2485216,0.032106675
71220.234,27222.545,5.9237695,65.14687,960.7454,0.92821,0.09092945
71220.234,27223.068,6.884613,62.661846,767.14197,10.865894,0.1098693
71220.234,27223.545,9.787399,83.200836,924.83075,-0.51384205,0.11763583
71220.234,27224.068,5.9750147,57.812325,756.50275,0.0022589387,0.10335192
71220.234,27224.545,7.937596,111.77313,1980.4536,0.5555559,0.07101524
71220.234,27225.07,12.198459,164.95842,2558.362,2.982743,0.07394869
71220.234,27226.07,7.9330435,73.8495,908.88873,-0.2094882,0.107421756
71220.234,27226.545,8.846901,77.00449,883.9485,-0.38278884,0.11488811
71220.234,27227.07,6.2317276,56.778217,701.6114,-0.20759064,0.109755605
71219.71,27227.07,2.7939727,28.101875,355.62042,0.16711098,0.099423
71219.71,27226.545,11.324288,108.61226,1193.3054,-0.37830207,0.10426345
71219.71,27226.07,10.966457,91.877914,898.7307,-0.6014701,0.11935902
71219.71,27225.07,6.527378,74.36154,1021.9656,-0.17780128,0.08777895
71219.71,27224.545,10.089245,109.09033,1352.4794,0.0421768,0.092485234
71219.71,27224.068,7.2640853,97.05332,1505.1807,2.042471,0.074846335
71219.71,27223.545,7.2517962,83.62163,1147.7786,0.76847774,0.08672154
71219.71,27223.068,9.389924,75.4011,721.2337,-0.59165263,0.12453298
71219.71,27222.545,2.4218976,57.567684,1501.0579,5.366304,0.042070437
71219.71,27222.068,3.344899,58.35098,1197.8735,-0.24255571,0.057323784
71219.71,27221.545,10.829372,99.50503,1060.5703,-0.3799174,0.10883241
71219.71,27221.068,8.709111,119.86716,1849.8025,0.3938962,0.072656356
71219.71,27220.068,7.3954988,69.32567,788.52094,-0.058134682,0.106677644
71219.71,27219.545,7.017055,75.32756,975.0635,-0.3590264,0.09315389
71219.71,27218.545,5.942381,67.315636,928.88513,0.079518355,0.088276386
71219.71,27218.068,8.878066,119.15495,1797.0951,0.3219482,0.07450858
71219.71,27217.545,6.835424,95.79383,1556.5596,2.8604157,0.071355574
71219.71,27217.068,8.166575,76.398056,858.5807,0.045325086,0.10689507
71219.71,27216.545,7.529877,72.05438,834.06036,-0.12560631,0.10450269
71219.71,27216.068,4.381189,55.97266,877.5492,0.4706718,0.07827373
71219.71,27215.545,6.6629915,86.20834,1316.9497,0.03499156,0.0772894
71219.71,27215.068,4.453474,92.449005,2134.7583,0.30120417,0.048172224
71219.71,27214.545,6.8654685,99.84306,1669.8153,2.0858164,0.0687626
71219.71,27214.068,6.1339755,86.31102,1425.9879,1.1186782,0.07106828
71219.71,27213.545,7.781467,67.633026,712.0361,-0.29356724,0.11505425
71219.71,27213.068,9.137887,95.35276,1164.9204,0.24599071,0.09583243
71219.71,27212.545,0.053153425,6.9589686,189.54594,1.5857301,0.007638118
71219.234,27212.545,4.5230155,47.756817,706.65546,0.18230145,0.094709314
71219.234,27213.068,6.980037,78.51937,1184.9119,6.9750633,0.08889574
71219.234,27213.545,2.7311323,46.330673,1357.2441,1.1075596,0.058948684
71219.234,27214.068,9.058311,83.62668,1029.2285,-0.17503212,0.10831844
71219.234,27214.545,4.46353,51.41223,831.6382,0.21878858,0.08681845
71219.234,27215.068,8.254352,152.32799,3473.0974,1.3586047,0.054188017
71219.234,27215.545,8.068745,140.92235,3084.6057,3.4445398,0.057256673
71219.234,27216.068,7.3250585,74.810616,1029.1431,0.6544715,0.097914696
71219.234,27216.545,6.5348086,106.448364,2308.4521,0.99556893,0.06138947
71219.234,27217.068,1.7009559,33.809765,4898.1704,17.762976,0.050309602
71219.234,27217.545,7.331931,70.02504,909.0226,-0.012728253,0.10470442
71219.234,27218.068,6.6600556,117.403915,2731.1702,1.3529881,0.056727715
71219.234,27218.545,2.9484334,62.543564,2402.0417,5.6746087,0.047142074
71219.234,27219.068,3.2481747,31.97867,447.89206,1.8575536,0.10157316
71219.234,27219.545,2.1208007,32.18799,939.97565,3.719404,0.06588796
71219.234,27220.068,11.658025,100.24247,1124.197,-0.3517093,0.11629826
71219.234,27220.545,7.639178,73.30707,951.18195,-0.103073604,0.10420793
71219.234,27221.068,2.8635547,34.699654,618.36993,0.004663955,0.08252402
71219.234,27221.545,7.205785,102.33135,1908.4362,8.0672,0.0704162
71219.234,27222.545,6.6006765,98.63219,1964.606,1.1963644,0.066922136
71219.234,27223.068,1.7661269,23.58529,800.25793,12.850376,0.07488256
71219.234,27223.545,11.288749,94.39227,1041.8821,-0.45572004,0.11959399
71219.234,27224.068,4.8565583,53.171055,811.34247,-0.22474878,0.09133839
71219.234,27225.07,1.7168725,38.46558,6599.4854,14.002714,0.044633992
71219.234,27225.545,2.1005769,23.783129,402.72284,3.3615837,0.08832214
71219.234,27226.07,7.7355385,80.74664,1124.7482,-0.060852677,0.095800124
71219.234,27226.545,8.296905,79.76568,1026.4961,-0.025414435,0.10401597
71219.234,27227.07,2.4199533,30.594707,595.4303,0.25978652,0.07909712
71218.71,27227.07,0.41190514,10.466547,407.457,0.702516,0.039354444
71218.71,27226.545,5.4726977,81.12206,1540.264,-0.26112723,0.067462504
71218.71,27226.07,11.233707,92.952354,926.8494,-0.29251927,0.12085447
71218.71,27225.545,0.31139538,21.705719,1225.8407,2.6967578,0.014346236
71218.71,27225.07,2.4435656,40.990063,976.1148,0.25891668,0.05961361
71218.71,27224.545,10.311857,95.82769,1082.2266,-0.013644225,0.107608326
71218.71,27224.068,7.935613,96.48556,1450.0066,1.9567729,0.08224664
71218.71,27223.545,8.079089,85.9504,1148.3337,0.5436764,0.093997106
71218.71,27223.068,6.6483884,59.837708,707.02216,-0.25973278,0.11110701
71218.71,27222.545,0.60739714,18.593935,744.7936,1.0176635,0.03266641
71218.71,27222.068,1.7648782,25.638927,576.5338,1.116132,0.068835884
71218.71,27221.545,1.3274425,36.524837,1310.8734,1.6171476,0.036343556
71218.71,27221.068,9.412253,113.95217,1645.225,0.13044861,0.082598284
71218.71,27220.068,8.950605,79.00445,872.6412,-0.2734742,0.113292426
71218.71,27219.545,0.5907002,29.978893,1539.6713,1.0655318,0.01970387
71218.71,27219.068,3.1552334,28.348812,375.10098,2.6552389,0.11130037
71218.71,27218.545,13.548072,106.32837,972.96,-0.45415637,0.12741728
71218.71,27218.068,10.933679,130.81528,1805.7666,-0.026946537,0.08358105
71218.71,27217.545,8.318655,98.27989,1428.1943,2.939697,0.08464249
71218.71,27217.068,8.738075,84.319984,1016.9958,0.22696519,0.10362995
71218.71,27216.545,8.588171,73.84363,800.6012,-0.18653443,0.116302125
71218.71,27216.068,2.6341794,26.775822,414.2297,6.547694,0.09837903
71218.71,27215.545,5.8453293,68.07253,1044.3531,-0.14172675,0.08586913
71218.71,27215.068,7.743425,92.125244,1366.3322,0.3265618,0.08405323
71218.71,27214.545,6.0344973,86.52472,1570.6139,2.0120502,0.069743045
71218.71,27214.068,5.823083,83.463196,1524.8636,1.9043694,0.06976827
71218.71,27213.545,7.471604,61.590393,653.7997,0.05114444,0.12131119
71218.71,27213.068,4.8528786,75.179375,1510.7671,1.4891452,0.06455066
71218.71,27212.545,1.080843,14.341742,334.30222,1.1573566,0.07536344
71218.234,27212.545,3.5227425,42.73395,704.86084,0.11375769,0.08243428
71218.234,27213.068,6.6769505,76.48535,1149.0363,8.79843,0.08729711
71218.234,27213.545,7.255784,74.510445,1015.36487,0.033067055,0.09737942
71218.234,27214.068,8.732063,80.513664,987.5648,-0.3924055,0.10845443
71218.234,27214.545,3.1872923,40.71802,705.91504,0.46773806,0.07827719
71218.234,27215.068,7.1023183,106.70619,1998.9784,11.265267,0.06655957
71218.234,27215.545,0.9182155,16.593138,540.3911,16.652662,0.055337064
71218.234,27216.068,6.473477,85.51123,1454.1517,0.5649736,0.07570323
71218.234,27216.545,10.951156,118.60598,1584.9434,0.1833962,0.09233224
71218.234,27217.068,10.046261,86.573074,990.8453,-0.37288547,0.11604371
71218.234,27217.545,5.807801,62.60317,906.8568,-0.30715507,0.09277167
71218.234,27218.545,6.558548,90.213234,1585.7623,7.108126,0.07270051
71218.234,27219.068,4.5953507,53.787777,849.4097,0.36736113,0.085434854
71218.234,27219.545,7.8913813,118.93998,2193.1763,3.249685,0.06634759
71218.234,27220.068,11.491412,94.468636,1023.68774,-0.27112484,0.12164262
71218.234,27220.545,6.059341,67.109795,990.20935,-0.146611,0.090289965
71218.234,27221.068,1.6286948,22.312723,409.26706,0.0030729005,0.072993994
71218.234,27221.545,5.159857,81.30672,1662.682,7.8564463,0.06346163
71218.234,27222.068,1.1671878,17.41252,345.3163,1.6358941,0.06703153
71218.234,27222.545,5.340589,72.94413,1305.0084,0.41104984,0.07321479
71218.234,27223.068,6.7018332,72.44857,1037.5708,-0.39251858,0.0925047
71218.234,27223.545,10.103343,87.39457,1002.094,-0.34474316,0.11560608
71218.234,27224.068,4.213521,47.82801,739.24146,0.066805474,0.08809735
71218.234,27224.545,7.3246036,106.85602,1942.7821,8.821992,0.068546474
71218.234,27225.07,0.90318817,30.107962,5233.357,16.051006,0.029998317
71218.234,27225.545,7.665854,95.18997,1502.4121,1.0617603,0.080532156
71218.234,27226.07,6.5047984,69.46923,988.2234,-0.1807111,0.09363568
71218.234,27226.545,9.38972,83.10674,979.3306,-0.40961847,0.11298385
71218.234,27227.07,3.3786123,44.75516,801.636,0.1858665,0.07549101
71217.71,27227.07,2.502949,26.598911,397.9951,-0.3314484,0.09409968
71217.71,27226.545,8.678821,102.64572,1428.7749,-0.093311384,0.084551215
71217.71,27226.07,7.864738,71.33906,816.5301,-0.54728544,0.11024449
71217.71,27225.545,8.436362,94.07603,1258.2076,1.0711037,0.08967601
71217.71,27225.07,0.022923304,1.6796536,67.18764,1.978729,0.013647637
71217.71,27224.545,9.805572,90.247635,1008.55054,-0.1740361,0.10865184
71217.71,27224.068,7.42433,99.30446,1556.5586,1.5009214,0.07476331
71217.71,27223.545,6.786819,86.817444,1335.4321,1.2425241,0.07817345
71217.71,27223.068,7.0526166,64.09408,746.69806,-0.25793105,0.11003538
71217.71,27222.545,4.987425,78.52242,1464.6473,3.7999585,0.06351593
71217.71,27222.068,0.8510223,20.795551,529.78345,0.852647,0.040923286
71217.71,27221.545,11.06771,89.79818,882.8208,-0.10288327,0.12325094
71217.71,27221.068,8.360865,121.24955,1972.4023,0.03786048,0.06895584
71217.71,27220.545,7.0574527,96.79413,1558.1705,2.5911727,0.07291199
71217.71,27220.068,7.4726434,82.78247,1123.8081,0.61481047,0.090268426
71217.71,27219.545,9.7860985,85.02787,905.7473,-0.4357968,0.11509284
71217.71,27219.068,4.5427685,41.343025,510.58517,1.145035,0.109879926
71217.71,27218.545,10.794132,94.25706,990.98596,-0.3001303,0.114518024
71217.71,27217.068,6.4172673,71.14671,988.6411,0.28177834,0.09019767
71217.71,27216.545,6.37911,63.903595,819.22595,-0.2852009,0.09982396
71217.71,27216.068,3.632002,62.854324,1290.6339,4.087128,0.05778444
71217.71,27215.545,4.5544515,59.69889,984.45715,-0.016544772,0.076290384
71217.71,27215.068,4.0037313,67.05252,1335.4415,0.18025658,0.059710376
71217.71,27214.545,1.0978314,43.318176,1435.1912,3.2705562,0.025343435
71217.71,27214.068,2.0096698,53.010918,1454.6113,2.5420537,0.037910488
71217.71,27213.545,5.4159765,49.930847,610.1503,-0.048366282,0.10846955
71217.71,27213.068,6.0830727,74.624115,1129.8402,-0.033719506,0.08151618
71217.234,27212.545,5.7943835,58.836548,781.63025,1.1187292,0.09848273
71217.234,27213.068,7.8584967,73.723495,877.7721,15.508906,0.1065942
71217.234,27213.545,5.6322365,69.21033,1201.6775,0.43058416,0.08137856
71217.234,27214.068,9.908173,85.72266,924.77277,-0.05934683,0.11558406
71217.234,27214.545,9.556121,158.09175,3318.442,0.62268573,0.060446676
71217.234,27215.068,6.288321,101.8611,2444.8447,4.7833114,0.061734274
71217.234,27215.545,4.252336,35.806538,356.5605,0.060958523,0.11875865
71217.234,27216.068,3.471797,35.599743,510.3317,7.5223966,0.09752309
71217.234,27216.545,9.932767,111.00046,1559.1599,0.9351597,0.08948402
71217.234,27217.068,9.671636,89.33944,1032.8654,-0.123802654,0.10825718
71217.234,27217.545,7.0965905,66.15853,784.2902,-0.029354954,0.10726645
71217.234,27218.068,4.0232053,74.482635,2967.1936,2.9200819,0.054015346
71217.234,27218.545,4.889425,87.467186,2736.5266,4.0714025,0.055900104
71217.234,27219.545,3.1786735,32.04975,466.58603,1.5866597,0.09917935
71217.234,27220.068,2.9973805,37.986725,1449.3665,4.607631,0.078906
