indent,x_um,y_um,depth_nm,H_GPa,E_GPa
27,68581.238,26725.483,51.16,1.6937,80.1496
27,68581.238,26725.483,53.47,1.6945,80.1485
27,68581.238,26725.483,55.78,1.6952,80.1474
27,68581.238,26725.483,58.09,1.696,80.1463
27,68581.238,26725.483,60.4,1.6968,80.1451
27,68581.238,26725.483,62.7,1.6975,80.144
27,68581.238,26725.483,65.01,1.6983,80.1429
27,68581.238,26725.483,67.32,1.699,80.1418
27,68581.238,26725.483,69.63,1.6998,80.1407
27,68581.238,26725.483,71.94,1.7006,80.1396
27,68581.238,26725.483,74.25,1.7013,80.1384
27,68581.238,26725.483,76.55,1.7021,80.1373
27,68581.238,26725.483,78.86,1.7028,80.1362
27,68581.238,26725.483,81.17,1.7036,80.1351
27,68581.238,26725.483,83.48,1.7044,80.134
27,68581.238,26725.483,85.79,1.7049,80.1368
27,68581.238,26725.483,88.09,1.6908,80.2726
27,68581.238,26725.483,90.4,1.6977,81.046
27,68581.238,26725.483,92.71,1.7171,82.5835
27,68581.238,26725.483,95.02,1.7232,83.5269
27,68581.238,26725.483,97.33,1.7356,84.5829
27,68581.238,26725.483,99.64,1.7561,85.7609
27,68581.238,26725.483,101.94,1.7653,86.2465
27,68581.238,26725.483,104.25,1.734,82.8559
28,68578.238,26723.483,7.31,2.6757,276.1531
28,68578.238,26723.483,9.62,4.0008,157.9654
28,68578.238,26723.483,11.92,5.3147,120.345
28,68578.238,26723.483,14.23,6.1244,118.5032
28,68578.238,26723.483,16.54,7.0656,115.9895
28,68578.238,26723.483,18.85,7.4439,113.1888
28,68578.238,26723.483,21.16,7.5344,117.5136
28,68578.238,26723.483,23.47,7.8247,118.1725
28,68578.238,26723.483,25.77,7.9597,115.1745
28,68578.238,26723.483,28.08,7.9882,118.484
28,68578.238,26723.483,30.39,7.9382,120.3759
28,68578.238,26723.483,32.7,8.2343,120.8148
28,68578.238,26723.483,35.01,8.3196,118.9134
28,68578.238,26723.483,37.31,8.2894,120.2412
28,68578.238,26723.483,39.62,8.1788,121.2822
28,68578.238,26723.483,41.93,8.0454,120.0489
28,68578.238,26723.483,44.24,8.4653,122.0952
28,68578.238,26723.483,46.55,8.1332,119.9138
28,68578.238,26723.483,48.86,8.0263,120.3271
28,68578.238,26723.483,51.16,8.35,124.2644
28,68578.238,26723.483,53.47,7.9254,120.9208
28,68578.238,26723.483,55.78,8.4567,127.8835
28,68578.238,26723.483,58.09,8.216,126.4351
28,68578.238,26723.483,60.4,8.2603,126.3158
28,68578.238,26723.483,62.7,8.3282,125.1653
28,68578.238,26723.483,65.01,7.995,121.7503
28,68578.238,26723.483,67.32,8.3332,124.0841
28,68578.238,26723.483,69.63,8.3199,124.5627
28,68578.238,26723.483,71.94,8.2832,125.4068
28,68578.238,26723.483,74.25,8.4799,128.4805
28,68578.238,26723.483,76.55,8.1432,125.7774
28,68578.238,26723.483,78.86,8.0118,124.9381
28,68578.238,26723.483,81.17,8.3079,126.7349
28,68578.238,26723.483,83.48,7.9848,123.6914
28,68578.238,26723.483,85.79,8.1659,124.7684
28,68578.238,26723.483,88.09,8.1334,124.2975
28,68578.238,26723.483,90.4,8.2677,126.2958
28,68578.238,26723.483,92.71,8.0119,124.5532
28,68578.238,26723.483,95.02,7.7653,122.6618
28,68578.238,26723.483,97.33,8.0024,125.4101
28,68578.238,26723.483,99.64,8.1369,126.5827
28,68578.238,26723.483,101.94,8.027,125.4506
28,68578.238,26723.483,104.25,7.7224,121.1153
29,68578.238,26721.483,5.0,4.1367,276.5955
29,68578.238,26721.483,7.31,4.0501,200.4853
29,68578.238,26721.483,9.62,5.0481,133.5943
29,68578.238,26721.483,11.92,5.8494,130.757
29,68578.238,26721.483,14.23,6.8141,117.1471
29,68578.238,26721.483,16.54,7.2091,115.9058
29,68578.238,26721.483,18.85,7.4969,121.0812
29,68578.238,26721.483,21.16,7.7991,129.4823
29,68578.238,26721.483,23.47,8.2486,126.3007
29,68578.238,26721.483,25.77,8.5611,127.8699
29,68578.238,26721.483,28.08,8.671,132.3136
29,68578.238,26721.483,30.39,8.551,130.7414
29,68578.238,26721.483,32.7,8.5861,127.7841
29,68578.238,26721.483,35.01,8.8643,131.7252
29,68578.238,26721.483,37.31,8.7818,131.2237
29,68578.238,26721.483,39.62,9.0511,131.4706
29,68578.238,26721.483,41.93,9.2974,133.8671
29,68578.238,26721.483,44.24,9.1991,135.6362
29,68578.238,26721.483,46.55,8.8739,133.8768
29,68578.238,26721.483,48.86,9.0266,133.6944
29,68578.238,26721.483,51.16,9.4093,134.8512
29,68578.238,26721.483,53.47,9.073,131.8129
29,68578.238,26721.483,55.78,8.9586,131.2162
29,68578.238,26721.483,58.09,9.4119,135.9573
29,68578.238,26721.483,60.4,8.8146,131.4239
29,68578.238,26721.483,62.7,9.0996,136.2998
29,68578.238,26721.483,65.01,9.1313,136.727
29,68578.238,26721.483,67.32,9.3542,136.6298
29,68578.238,26721.483,69.63,8.837,131.8303
29,68578.238,26721.483,71.94,8.7602,129.8579
29,68578.238,26721.483,74.25,9.248,133.1426
29,68578.238,26721.483,76.55,9.034,132.0115
29,68578.238,26721.483,78.86,8.5559,128.392
29,68578.238,26721.483,81.17,8.1946,125.9484
29,68578.238,26721.483,83.48,8.4044,130.3022
29,68578.238,26721.483,85.79,8.7327,135.4836
29,68578.238,26721.483,88.09,8.7235,135.8985
29,68578.238,26721.483,90.4,8.4438,133.3482
29,68578.238,26721.483,92.71,8.4327,133.0572
29,68578.238,26721.483,95.02,8.7717,136.0144
29,68578.238,26721.483,97.33,9.112,139.5102
29,68578.238,26721.483,99.64,8.979,138.3804
29,68578.238,26721.483,101.94,8.6038,133.6399
30,68578.238,26719.482,7.31,2.0579,177.4406
30,68578.238,26719.482,9.62,2.3375,175.4613
30,68578.238,26719.482,11.92,2.8339,97.3935
31,68578.238,26717.482,5.0,10.5526,220.1377
31,68578.238,26717.482,7.31,6.8666,186.4325
31,68578.238,26717.482,9.62,7.3078,148.7182
31,68578.238,26717.482,11.92,7.9438,128.2011
31,68578.238,26717.482,14.23,8.2071,121.7638
31,68578.238,26717.482,16.54,8.6225,123.9093
31,68578.238,26717.482,18.85,8.0835,125.2893
31,68578.238,26717.482,21.16,8.7219,123.6507
31,68578.238,26717.482,23.47,8.7375,121.6749
31,68578.238,26717.482,25.77,8.6242,124.6862
31,68578.238,26717.482,28.08,8.5055,124.1501
31,68578.238,26717.482,30.39,8.8543,121.1723
31,68578.238,26717.482,32.7,8.714,118.4483
31,68578.238,26717.482,35.01,8.5329,117.3579
31,68578.238,26717.482,37.31,8.8905,122.3485
31,68578.238,26717.482,39.62,8.6577,120.5191
31,68578.238,26717.482,41.93,8.6916,121.8415
31,68578.238,26717.482,44.24,8.6134,121.5979
31,68578.238,26717.482,46.55,8.7425,120.6965
31,68578.238,26717.482,48.86,8.7138,118.2851
31,68578.238,26717.482,51.16,8.4696,115.4617
31,68578.238,26717.482,53.47,8.682,116.8419
31,68578.238,26717.482,55.78,8.1539,113.0057
31,68578.238,26717.482,58.09,8.4837,116.9547
31,68578.238,26717.482,60.4,8.3405,116.4269
31,68578.238,26717.482,62.7,8.0959,114.4593
31,68578.238,26717.482,65.01,8.1371,113.8906
31,68578.238,26717.482,67.32,8.016,112.0535
31,68578.238,26717.482,69.63,8.2517,112.8223
31,68578.238,26717.482,71.94,7.9328,110.1707
31,68578.238,26717.482,74.25,8.0106,111.2334
31,68578.238,26717.482,76.55,7.7822,109.7674
31,68578.238,26717.482,78.86,7.5423,108.1794
31,68578.238,26717.482,81.17,7.4497,107.9007
31,68578.238,26717.482,83.48,7.5593,109.041
31,68578.238,26717.482,85.79,7.4397,107.9032
31,68578.238,26717.482,88.09,7.4313,107.5274
31,68578.238,26717.482,90.4,7.3606,106.6553
31,68578.238,26717.482,92.71,7.3355,106.2038
31,68578.238,26717.482,95.02,7.0758,104.0555
31,68578.238,26717.482,97.33,6.7723,101.5891
31,68578.238,26717.482,99.64,6.6234,100.5386
31,68578.238,26717.482,101.94,6.7169,101.2292
32,68575.238,26715.482,7.31,2.5374,189.8312
32,68575.238,26715.482,9.62,3.3357,134.7838
32,68575.238,26715.482,11.92,4.2811,107.7651
32,68575.238,26715.482,14.23,5.078,108.1294
32,68575.238,26715.482,16.54,5.6839,101.3011
32,68575.238,26715.482,18.85,6.1843,103.1161
32,68575.238,26715.482,21.16,6.445,102.3905
32,68575.238,26715.482,23.47,6.7298,112.2989
32,68575.238,26715.482,25.77,7.1672,111.4241
32,68575.238,26715.482,28.08,7.5475,112.5894
32,68575.238,26715.482,30.39,7.4998,111.987
32,68575.238,26715.482,32.7,7.5428,114.6434
32,68575.238,26715.482,35.01,8.0523,119.2461
32,68575.238,26715.482,37.31,7.7823,116.6817
32,68575.238,26715.482,39.62,7.8742,118.8573
32,68575.238,26715.482,41.93,7.7391,118.5647
32,68575.238,26715.482,44.24,7.9134,119.281
32,68575.238,26715.482,46.55,8.2295,121.6969
32,68575.238,26715.482,48.86,8.102,121.2041
32,68575.238,26715.482,51.16,8.4071,123.8115
32,68575.238,26715.482,53.47,7.907,119.3148
32,68575.238,26715.482,55.78,7.7546,117.6518
32,68575.238,26715.482,58.09,7.7878,117.9737
32,68575.238,26715.482,60.4,7.7391,118.1548
32,68575.238,26715.482,62.7,7.8876,119.3599
32,68575.238,26715.482,65.01,7.735,118.0333
32,68575.238,26715.482,67.32,7.9782,120.6829
32,68575.238,26715.482,69.63,7.818,119.8728
32,68575.238,26715.482,71.94,7.8266,120.8363
32,68575.238,26715.482,74.25,7.8333,121.3959
32,68575.238,26715.482,76.55,7.6551,119.9659
32,68575.238,26715.482,78.86,7.7977,121.2861
32,68575.238,26715.482,81.17,7.9652,122.5772
32,68575.238,26715.482,83.48,8.1249,122.9821
32,68575.238,26715.482,85.79,7.7486,119.873
32,68575.238,26715.482,88.09,7.3865,116.8677
32,68575.238,26715.482,90.4,7.7888,120.2398
32,68575.238,26715.482,92.71,7.9508,122.1929
32,68575.238,26715.482,95.02,7.7554,120.9258
32,68575.238,26715.482,97.33,7.9777,123.9962
32,68575.238,26715.482,99.64,8.0951,125.3182
32,68575.238,26715.482,101.94,8.0872,125.3025
32,68575.238,26715.482,104.25,7.9351,122.6533
33,68575.238,26713.482,5.0,4.2324,162.5467
33,68575.238,26713.482,7.31,3.9769,183.545
33,68575.238,26713.482,9.62,4.8936,126.7157
33,68575.238,26713.482,11.92,5.704,112.6263
33,68575.238,26713.482,14.23,6.4551,109.4303
33,68575.238,26713.482,16.54,6.8566,103.3412
33,68575.238,26713.482,18.85,7.3925,105.4806
33,68575.238,26713.482,21.16,7.5116,113.1062
33,68575.238,26713.482,23.47,7.5483,114.7819
33,68575.238,26713.482,25.77,7.604,114.0394
33,68575.238,26713.482,28.08,7.941,121.7814
33,68575.238,26713.482,30.39,8.1393,124.3905
33,68575.238,26713.482,32.7,7.9276,120.6123
33,68575.238,26713.482,35.01,8.1998,117.1766
33,68575.238,26713.482,37.31,7.7308,111.7648
33,68575.238,26713.482,39.62,8.0205,116.4412
33,68575.238,26713.482,41.93,8.1976,120.4668
33,68575.238,26713.482,44.24,7.7967,116.8679
33,68575.238,26713.482,46.55,8.1496,120.3234
33,68575.238,26713.482,48.86,7.6987,117.1788
33,68575.238,26713.482,51.16,8.1458,121.7555
33,68575.238,26713.482,53.47,7.9272,119.626
33,68575.238,26713.482,55.78,8.0921,120.6418
33,68575.238,26713.482,58.09,7.9407,119.2132
33,68575.238,26713.482,60.4,7.943,119.4218
33,68575.238,26713.482,62.7,7.7738,117.9484
33,68575.238,26713.482,65.01,8.0815,121.1152
33,68575.238,26713.482,67.32,7.9035,119.3591
33,68575.238,26713.482,69.63,7.6026,116.6426
33,68575.238,26713.482,71.94,7.9596,118.5295
33,68575.238,26713.482,74.25,7.814,116.821
33,68575.238,26713.482,76.55,7.8112,116.7989
33,68575.238,26713.482,78.86,7.9901,118.6786
33,68575.238,26713.482,81.17,7.6269,115.7144
33,68575.238,26713.482,83.48,7.5835,116.1416
33,68575.238,26713.482,85.79,7.7787,118.5488
33,68575.238,26713.482,88.09,7.5692,116.7341
33,68575.238,26713.482,90.4,7.5515,116.5728
33,68575.238,26713.482,92.71,7.7907,117.6907
33,68575.238,26713.482,95.02,7.525,115.1538
33,68575.238,26713.482,97.33,7.4819,114.3997
33,68575.238,26713.482,99.64,7.7311,116.5603
33,68575.238,26713.482,101.94,7.5614,115.2382
33,68575.238,26713.482,104.25,7.421,107.9888
34,68575.238,26711.481,5.0,6.5187,220.5081
34,68575.238,26711.481,7.31,3.3891,185.5171
34,68575.238,26711.481,9.62,3.1501,146.2361
34,68575.238,26711.481,11.92,2.9909,113.8907
34,68575.238,26711.481,14.23,3.0181,104.587
34,68575.238,26711.481,16.54,3.0573,104.6239
34,68575.238,26711.481,18.85,3.1636,102.5973
34,68575.238,26711.481,21.16,2.9754,101.0945
34,68575.238,26711.481,23.47,3.0799,106.3796
34,68575.238,26711.481,25.77,3.2162,107.8372
34,68575.238,26711.481,28.08,3.1799,102.8904
34,68575.238,26711.481,30.39,3.1101,98.1219
34,68575.238,26711.481,32.7,3.0369,97.9187
34,68575.238,26711.481,35.01,2.9588,101.5702
34,68575.238,26711.481,37.31,2.8445,102.579
34,68575.238,26711.481,39.62,2.7548,100.8063
34,68575.238,26711.481,41.93,2.8092,100.5212
34,68575.238,26711.481,44.24,2.6587,97.7674
34,68575.238,26711.481,46.55,2.6649,99.5545
34,68575.238,26711.481,48.86,2.5126,96.4645
34,68575.238,26711.481,51.16,2.4797,95.3699
34,68575.238,26711.481,53.47,2.4233,93.4299
34,68575.238,26711.481,55.78,2.3705,93.3692
34,68575.238,26711.481,58.09,2.3321,95.277
34,68575.238,26711.481,60.4,2.3036,97.7096
34,68575.238,26711.481,62.7,2.2351,97.343
34,68575.238,26711.481,65.01,2.2059,97.1802
34,68575.238,26711.481,67.32,2.1761,96.3458
34,68575.238,26711.481,69.63,2.2128,98.2769
34,68575.238,26711.481,71.94,2.2288,101.1591
34,68575.238,26711.481,74.25,2.2112,103.7934
34,68575.238,26711.481,76.55,2.2345,107.8972
34,68575.238,26711.481,78.86,2.2387,110.3907
34,68575.238,26711.481,81.17,2.2238,110.6694
34,68575.238,26711.481,83.48,2.2949,112.9451
34,68575.238,26711.481,85.79,2.2701,112.2117
34,68575.238,26711.481,88.09,2.3471,115.362
34,68575.238,26711.481,90.4,2.3717,117.1055
34,68575.238,26711.481,92.71,2.3883,118.7587
34,68575.238,26711.481,95.02,2.4071,119.9908
34,68575.238,26711.481,97.33,2.4225,121.023
34,68575.238,26711.481,99.64,2.4758,122.7556
34,68575.238,26711.481,101.94,2.5014,123.4302
34,68575.238,26711.481,104.25,2.4224,112.3397
35,68572.237,26709.481,7.31,2.5412,155.2121
35,68572.237,26709.481,9.62,2.7295,150.7053
35,68572.237,26709.481,11.92,2.9661,126.1754
35,68572.237,26709.481,14.23,2.9335,109.1226
35,68572.237,26709.481,16.54,2.9029,101.4182
35,68572.237,26709.481,18.85,2.8246,104.1465
35,68572.237,26709.481,21.16,2.7453,97.2797
35,68572.237,26709.481,23.47,2.5938,89.0346
35,68572.237,26709.481,25.77,2.575,90.2596
35,68572.237,26709.481,28.08,2.6883,91.908
35,68572.237,26709.481,30.39,2.6624,87.9672
35,68572.237,26709.481,32.7,2.6627,89.5158
35,68572.237,26709.481,35.01,2.6692,96.5916
35,68572.237,26709.481,37.31,2.685,101.7195
35,68572.237,26709.481,39.62,2.6352,101.199
35,68572.237,26709.481,41.93,2.6231,99.7006
35,68572.237,26709.481,44.24,2.5694,96.293
35,68572.237,26709.481,46.55,2.5759,93.695
35,68572.237,26709.481,48.86,2.595,92.9565
35,68572.237,26709.481,51.16,2.6009,94.6101
35,68572.237,26709.481,53.47,2.6057,97.5037
35,68572.237,26709.481,55.78,2.5675,97.774
35,68572.237,26709.481,58.09,2.5761,99.3453
35,68572.237,26709.481,60.4,2.5231,98.3007
35,68572.237,26709.481,62.7,2.5179,97.9507
35,68572.237,26709.481,65.01,2.4935,96.4236
35,68572.237,26709.481,67.32,2.4996,95.5492
35,68572.237,26709.481,69.63,2.4791,94.9303
35,68572.237,26709.481,71.94,2.465,94.8746
35,68572.237,26709.481,74.25,2.4507,94.7767
35,68572.237,26709.481,76.55,2.4434,95.2311
35,68572.237,26709.481,78.86,2.4344,95.5968
35,68572.237,26709.481,81.17,2.3741,94.6333
35,68572.237,26709.481,83.48,2.3765,95.1898
35,68572.237,26709.481,85.79,2.3695,95.5477
35,68572.237,26709.481,88.09,2.3415,95.4555
35,68572.237,26709.481,90.4,2.3519,96.3515
35,68572.237,26709.481,92.71,2.3224,95.9832
35,68572.237,26709.481,95.02,2.3038,95.9325
35,68572.237,26709.481,97.33,2.2659,95.2349
35,68572.237,26709.481,99.64,2.2735,95.425
35,68572.237,26709.481,101.94,2.2917,94.7735
35,68572.237,26709.481,104.25,2.2077,90.8342
36,68571.237,26710.481,7.31,2.7307,144.7658
36,68571.237,26710.481,9.62,2.5635,127.5301
36,68571.237,26710.481,11.92,2.3142,105.0856
36,68571.237,26710.481,14.23,2.3412,88.1566
36,68571.237,26710.481,16.54,2.4027,81.3929
36,68571.237,26710.481,18.85,2.3923,80.6973
36,68571.237,26710.481,21.16,2.3909,80.4542
36,68571.237,26710.481,23.47,2.4362,80.7209
36,68571.237,26710.481,25.77,2.3997,80.7623
36,68571.237,26710.481,28.08,2.3633,80.8036
36,68571.237,26710.481,30.39,2.3268,80.845
36,68571.237,26710.481,32.7,2.2903,80.8864
36,68571.237,26710.481,35.01,2.2538,80.9278
36,68571.237,26710.481,37.31,2.2174,80.9692
36,68571.237,26710.481,39.62,2.1809,81.0106
36,68571.237,26710.481,41.93,2.1444,81.052
36,68571.237,26710.481,44.24,2.1239,83.2813
36,68571.237,26710.481,46.55,2.1011,84.423
36,68571.237,26710.481,48.86,2.0694,84.1825
36,68571.237,26710.481,51.16,2.0371,83.2085
36,68571.237,26710.481,53.47,2.0084,82.2954
36,68571.237,26710.481,55.78,2.0041,81.4756
36,68571.237,26710.481,58.09,1.9697,81.0316
36,68571.237,26710.481,60.4,1.995,83.4659
36,68571.237,26710.481,62.7,2.0121,85.0935
36,68571.237,26710.481,65.01,1.9896,85.0299
36,68571.237,26710.481,67.32,1.9811,84.9245
36,68571.237,26710.481,69.63,1.9999,85.519
36,68571.237,26710.481,71.94,1.9707,85.0104
36,68571.237,26710.481,74.25,1.9957,85.5119
36,68571.237,26710.481,76.55,1.9635,85.017
36,68571.237,26710.481,78.86,1.975,86.2305
36,68571.237,26710.481,81.17,1.9421,85.8804
36,68571.237,26710.481,83.48,1.9615,87.7036
36,68571.237,26710.481,85.79,1.947,88.194
36,68571.237,26710.481,88.09,1.9259,88.1795
36,68571.237,26710.481,90.4,1.9255,88.6866
36,68571.237,26710.481,92.71,1.9179,89.0509
36,68571.237,26710.481,95.02,1.9126,89.3172
36,68571.237,26710.481,97.33,1.911,89.4933
36,68571.237,26710.481,99.64,1.9151,89.3011
36,68571.237,26710.481,101.94,1.8564,85.8793
37,68571.237,26712.482,5.0,4.7009,205.7354
37,68571.237,26712.482,7.31,3.5921,216.872
37,68571.237,26712.482,9.62,4.0437,129.2305
37,68571.237,26712.482,11.92,4.9201,110.0954
37,68571.237,26712.482,14.23,5.4423,108.3106
37,68571.237,26712.482,16.54,6.0828,106.7235
37,68571.237,26712.482,18.85,6.514,105.1653
37,68571.237,26712.482,21.16,6.9276,111.9991
37,68571.237,26712.482,23.47,7.2218,113.5862
37,68571.237,26712.482,25.77,7.4081,112.2842
37,68571.237,26712.482,28.08,7.739,118.633
37,68571.237,26712.482,30.39,7.9163,122.2818
37,68571.237,26712.482,32.7,7.8612,119.764
37,68571.237,26712.482,35.01,8.0608,119.1832
37,68571.237,26712.482,37.31,8.013,121.0938
37,68571.237,26712.482,39.62,8.0557,121.8355
37,68571.237,26712.482,41.93,8.3277,121.3962
37,68571.237,26712.482,44.24,8.2719,120.1481
37,68571.237,26712.482,46.55,8.3031,120.8757
37,68571.237,26712.482,48.86,8.4981,121.4256
37,68571.237,26712.482,51.16,8.3465,118.7004
37,68571.237,26712.482,53.47,8.2477,117.0594
37,68571.237,26712.482,55.78,8.4157,119.3471
37,68571.237,26712.482,58.09,8.0296,116.731
37,68571.237,26712.482,60.4,8.2242,119.2744
37,68571.237,26712.482,62.7,8.0614,118.0861
37,68571.237,26712.482,65.01,7.8598,116.7303
37,68571.237,26712.482,67.32,7.8745,117.0456
37,68571.237,26712.482,69.63,7.8465,116.6867
37,68571.237,26712.482,71.94,7.4317,113.1271
37,68571.237,26712.482,74.25,7.3578,112.2128
37,68571.237,26712.482,76.55,7.3823,112.255
37,68571.237,26712.482,78.86,7.3353,112.1326
37,68571.237,26712.482,81.17,7.0737,110.0457
37,68571.237,26712.482,83.48,6.7669,107.5096
37,68571.237,26712.482,85.79,6.8241,108.6491
37,68571.237,26712.482,88.09,6.7259,108.1395
37,68571.237,26712.482,90.4,6.4206,105.4969
37,68571.237,26712.482,92.71,6.1153,102.8543
37,68571.237,26712.482,95.02,6.2778,105.7245
37,68571.237,26712.482,97.33,6.3088,107.1815
37,68571.237,26712.482,99.64,6.0923,105.2534
37,68571.237,26712.482,101.94,5.8182,102.2579
37,68571.237,26712.482,104.25,5.6703,94.1766
38,68571.237,26714.482,7.31,7.1601,203.8818
38,68571.237,26714.482,9.62,7.101,139.9184
38,68571.237,26714.482,11.92,7.63,121.6089
38,68571.237,26714.482,14.23,8.1959,114.4536
38,68571.237,26714.482,16.54,8.1461,120.3913
38,68571.237,26714.482,18.85,8.6042,116.2359
38,68571.237,26714.482,21.16,8.5197,113.0834
38,68571.237,26714.482,23.47,8.2225,111.9424
38,68571.237,26714.482,25.77,8.1083,115.7894
38,68571.237,26714.482,28.08,8.1729,115.2547
38,68571.237,26714.482,30.39,8.3358,111.7651
38,68571.237,26714.482,32.7,8.0082,109.0167
38,68571.237,26714.482,35.01,8.0402,111.311
38,68571.237,26714.482,37.31,7.9205,109.9274
38,68571.237,26714.482,39.62,7.5444,106.0811
38,68571.237,26714.482,41.93,7.6019,106.8121
38,68571.237,26714.482,44.24,7.1463,103.3051
38,68571.237,26714.482,46.55,6.8966,101.67
38,68571.237,26714.482,48.86,6.9164,102.29
38,68571.237,26714.482,51.16,6.618,100.5702
38,68571.237,26714.482,53.47,6.2131,97.599
38,68571.237,26714.482,55.78,6.1569,98.2719
38,68571.237,26714.482,58.09,6.038,97.7102
38,68571.237,26714.482,60.4,5.8274,96.1072
38,68571.237,26714.482,62.7,5.6375,94.6919
38,68571.237,26714.482,65.01,5.5855,94.7292
38,68571.237,26714.482,67.32,5.3907,93.3171
38,68571.237,26714.482,69.63,5.2755,93.1481
38,68571.237,26714.482,71.94,5.1891,93.3819
38,68571.237,26714.482,74.25,4.9364,91.1027
38,68571.237,26714.482,76.55,4.9035,91.6379
38,68571.237,26714.482,78.86,4.831,91.6205
38,68571.237,26714.482,81.17,4.6558,90.1126
38,68571.237,26714.482,83.48,4.5474,89.3368
38,68571.237,26714.482,85.79,4.5475,90.2346
38,68571.237,26714.482,88.09,4.4175,89.3551
38,68571.237,26714.482,90.4,4.2881,88.4456
38,68571.237,26714.482,92.71,4.2494,88.9557
38,68571.237,26714.482,95.02,4.1564,88.4854
38,68571.237,26714.482,97.33,4.0973,88.5379
38,68571.237,26714.482,99.64,4.0558,88.6547
38,68571.237,26714.482,101.94,3.9049,86.463
39,68565.236,26722.483,7.31,3.0631,106.2029
39,68565.236,26722.483,9.62,3.5383,117.7592
39,68565.236,26722.483,11.92,4.5632,96.4549
39,68565.236,26722.483,14.23,4.6145,96.5469
39,68565.236,26722.483,16.54,4.6715,95.9673
39,68565.236,26722.483,18.85,4.9338,93.5592
39,68565.236,26722.483,21.16,4.8591,94.0239
39,68565.236,26722.483,23.47,4.7471,93.5111
39,68565.236,26722.483,25.77,4.8333,92.575
39,68565.236,26722.483,28.08,4.5184,89.5534
39,68565.236,26722.483,30.39,4.62,97.438
39,68565.236,26722.483,32.7,4.4748,97.109
39,68565.236,26722.483,35.01,4.6674,96.6945
39,68565.236,26722.483,37.31,4.5591,95.9048
39,68565.236,26722.483,39.62,4.5234,96.853
39,68565.236,26722.483,41.93,4.4935,97.007
39,68565.236,26722.483,44.24,4.5142,96.3467
39,68565.236,26722.483,46.55,4.5407,96.8247
39,68565.236,26722.483,48.86,4.6327,100.8849
39,68565.236,26722.483,51.16,4.4929,99.6251
39,68565.236,26722.483,53.47,4.4917,100.1284
39,68565.236,26722.483,55.78,4.4891,100.0124
39,68565.236,26722.483,58.09,4.4576,99.5966
39,68565.236,26722.483,60.4,4.604,99.8402
39,68565.236,26722.483,62.7,4.6262,99.5497
39,68565.236,26722.483,65.01,4.4379,97.6117
39,68565.236,26722.483,67.32,4.548,100.692
39,68565.236,26722.483,69.63,4.5702,102.0787
39,68565.236,26722.483,71.94,4.3873,99.9062
39,68565.236,26722.483,74.25,4.5865,101.6214
39,68565.236,26722.483,76.55,4.4292,99.618
39,68565.236,26722.483,78.86,4.3291,98.3645
39,68565.236,26722.483,81.17,4.4104,99.854
39,68565.236,26722.483,83.48,4.4251,101.197
39,68565.236,26722.483,85.79,4.3576,101.1932
39,68565.236,26722.483,88.09,4.5225,104.3002
39,68565.236,26722.483,90.4,4.3798,102.4961
39,68565.236,26722.483,92.71,4.2616,100.9198
39,68565.236,26722.483,95.02,4.4546,102.7547
39,68565.236,26722.483,97.33,4.4125,101.938
39,68565.236,26722.483,99.64,4.2276,99.3823
39,68565.236,26722.483,101.94,4.0428,96.8266
39,68565.236,26722.483,104.25,3.8579,94.2709
40,68565.236,26724.483,9.62,3.0728,140.1013
40,68565.236,26724.483,11.92,4.3111,113.4934
40,68565.236,26724.483,14.23,5.332,106.8832
40,68565.236,26724.483,16.54,5.7899,111.9389
40,68565.236,26724.483,18.85,6.6543,109.3612
40,68565.236,26724.483,21.16,7.024,106.9852
40,68565.236,26724.483,23.47,7.1834,107.0714
40,68565.236,26724.483,25.77,7.2726,113.6587
40,68565.236,26724.483,28.08,7.2962,113.7467
40,68565.236,26724.483,30.39,7.5265,111.8086
40,68565.236,26724.483,32.7,7.6272,114.6209
40,68565.236,26724.483,35.01,7.7338,119.4006
40,68565.236,26724.483,37.31,7.8877,120.3105
40,68565.236,26724.483,39.62,7.6783,116.5722
40,68565.236,26724.483,41.93,7.6864,116.6833
40,68565.236,26724.483,44.24,8.0614,122.4099
40,68565.236,26724.483,46.55,8.0941,121.3767
40,68565.236,26724.483,48.86,8.3723,122.1968
40,68565.236,26724.483,51.16,8.1686,121.8917
40,68565.236,26724.483,53.47,8.082,123.2329
40,68565.236,26724.483,55.78,8.2483,126.2431
40,68565.236,26724.483,58.09,8.0853,124.9663
40,68565.236,26724.483,60.4,8.0839,125.3172
40,68565.236,26724.483,62.7,8.0863,124.9393
40,68565.236,26724.483,65.01,8.353,126.475
40,68565.236,26724.483,67.32,8.1258,124.1529
40,68565.236,26724.483,69.63,8.32,125.9807
40,68565.236,26724.483,71.94,8.2828,125.6836
40,68565.236,26724.483,74.25,7.8689,122.1231
40,68565.236,26724.483,76.55,8.2142,125.0075
40,68565.236,26724.483,78.86,8.0655,123.5671
40,68565.236,26724.483,81.17,8.1803,124.6061
40,68565.236,26724.483,83.48,8.3292,125.9516
40,68565.236,26724.483,85.79,8.0059,123.2748
40,68565.236,26724.483,88.09,8.1936,125.8316
40,68565.236,26724.483,90.4,8.1879,126.4807
40,68565.236,26724.483,92.71,7.9475,124.8364
40,68565.236,26724.483,95.02,7.9815,126.0073
40,68565.236,26724.483,97.33,8.2193,128.0883
40,68565.236,26724.483,99.64,7.9376,125.4811
