indent,x_um,y_um,depth_nm,H_GPa,E_GPa
0,34955.988,24976.503,5.0,5.2139,347.6211
0,34955.988,24976.503,6.36,6.311,274.9644
0,34955.988,24976.503,7.73,7.616,222.3697
0,34955.988,24976.503,9.09,8.6459,199.8324
0,34955.988,24976.503,10.46,9.5914,188.9722
0,34955.988,24976.503,11.82,10.08,182.2107
0,34955.988,24976.503,13.19,10.2466,179.2084
0,34955.988,24976.503,14.55,10.5936,173.7919
0,34955.988,24976.503,15.91,10.9812,172.316
0,34955.988,24976.503,17.28,11.2996,177.2112
0,34955.988,24976.503,18.64,11.6679,183.8736
0,34955.988,24976.503,20.01,11.8735,187.4572
0,34955.988,24976.503,21.37,12.2837,191.9535
0,34955.988,24976.503,22.74,12.5335,196.9802
0,34955.988,24976.503,24.1,12.8343,201.8715
0,34955.988,24976.503,25.46,13.0261,202.15
0,34955.988,24976.503,26.83,13.3335,201.4766
0,34955.988,24976.503,28.19,13.5369,201.6986
0,34955.988,24976.503,29.56,13.7661,203.9816
0,34955.988,24976.503,30.92,14.0198,205.5126
0,34955.988,24976.503,32.28,14.1723,204.6072
0,34955.988,24976.503,33.65,14.3873,204.3773
0,34955.988,24976.503,35.01,14.5151,204.5911
0,34955.988,24976.503,36.38,14.771,205.97
0,34955.988,24976.503,37.74,14.8626,205.3931
0,34955.988,24976.503,39.11,15.1314,205.7803
0,34955.988,24976.503,40.47,15.2255,205.3033
0,34955.988,24976.503,41.83,15.4103,206.138
0,34955.988,24976.503,43.2,15.5194,207.05
0,34955.988,24976.503,44.56,15.6096,208.0415
0,34955.988,24976.503,45.93,15.733,209.5715
0,34955.988,24976.503,47.29,15.7653,210.8209
0,34955.988,24976.503,48.66,15.8522,212.1958
0,34955.988,24976.503,50.02,15.8943,212.6651
0,34955.988,24976.503,51.38,15.8562,211.9267
0,34955.988,24976.503,52.75,15.95,211.3941
0,34955.988,24976.503,54.11,15.9799,210.0981
0,34955.988,24976.503,55.48,16.0535,208.9928
0,34955.988,24976.503,56.84,16.063,207.2871
0,34955.988,24976.503,58.21,16.0873,205.6717
0,34955.988,24976.503,59.57,16.0629,204.0778
0,34955.988,24976.503,60.93,16.0038,202.5074
0,34955.988,24976.503,62.3,15.6515,197.0423
0,34955.988,24976.503,63.66,15.7842,178.2505
1,34930.794,24976.503,5.0,4.8214,425.6886
1,34930.794,24976.503,6.36,6.1959,339.6845
1,34930.794,24976.503,7.73,7.0826,249.1489
1,34930.794,24976.503,9.09,8.3408,218.1425
1,34930.794,24976.503,10.46,9.2467,212.6616
1,34930.794,24976.503,11.82,9.9261,209.154
1,34930.794,24976.503,13.19,10.3515,212.6437
1,34930.794,24976.503,14.55,11.0937,214.098
1,34930.794,24976.503,15.91,11.4049,215.6616
1,34930.794,24976.503,17.28,11.8647,213.8226
1,34930.794,24976.503,18.64,12.2136,210.4109
1,34930.794,24976.503,20.01,12.5335,212.5995
1,34930.794,24976.503,21.37,12.6446,213.4466
1,34930.794,24976.503,22.74,12.868,212.7214
1,34930.794,24976.503,24.1,13.1189,210.4005
1,34930.794,24976.503,25.46,13.4164,207.1203
1,34930.794,24976.503,26.83,13.7398,204.5511
1,34930.794,24976.503,28.19,14.091,204.2349
1,34930.794,24976.503,29.56,14.3463,204.692
1,34930.794,24976.503,30.92,14.3763,203.8713
1,34930.794,24976.503,32.28,14.6396,205.7462
1,34930.794,24976.503,33.65,14.7781,206.4594
1,34930.794,24976.503,35.01,14.9158,206.7247
1,34930.794,24976.503,36.38,14.9458,206.0682
1,34930.794,24976.503,37.74,15.2157,207.5046
1,34930.794,24976.503,39.11,15.3756,207.8385
1,34930.794,24976.503,40.47,15.4294,207.2068
1,34930.794,24976.503,41.83,15.5524,206.4427
1,34930.794,24976.503,43.2,15.6892,205.3931
1,34930.794,24976.503,44.56,15.886,204.3416
1,34930.794,24976.503,45.93,15.8811,202.5367
1,34930.794,24976.503,47.29,15.9472,201.0819
1,34930.794,24976.503,48.66,15.8962,199.4031
1,34930.794,24976.503,50.02,15.87,198.3493
1,34930.794,24976.503,51.38,15.7842,197.2513
1,34930.794,24976.503,52.75,15.8017,197.0929
1,34930.794,24976.503,54.11,15.7211,196.3631
1,34930.794,24976.503,55.48,15.7372,196.2521
1,34930.794,24976.503,56.84,15.72,195.9533
1,34930.794,24976.503,58.21,15.6823,195.3102
1,34930.794,24976.503,59.57,15.7535,195.5932
1,34930.794,24976.503,60.93,15.6541,194.8091
1,34930.794,24976.503,62.3,15.3182,190.1437
1,34930.794,24976.503,63.66,15.1752,175.9584
2,34916.364,24976.503,5.0,2.8874,104.0332
2,34916.364,24976.503,6.36,3.1526,146.4142
2,34916.364,24976.503,7.73,3.4065,164.8573
2,34916.364,24976.503,9.09,3.8326,153.4106
2,34916.364,24976.503,10.46,4.2003,141.341
2,34916.364,24976.503,11.82,4.6025,142.4693
2,34916.364,24976.503,13.19,4.971,142.5829
2,34916.364,24976.503,14.55,5.497,146.4502
2,34916.364,24976.503,15.91,6.0426,149.3902
2,34916.364,24976.503,17.28,6.716,162.3532
2,34916.364,24976.503,18.64,7.2074,164.1726
2,34916.364,24976.503,20.01,7.7912,166.3895
2,34916.364,24976.503,21.37,8.1749,167.9041
2,34916.364,24976.503,22.74,8.6499,170.6494
2,34916.364,24976.503,24.1,9.1561,173.6427
2,34916.364,24976.503,25.46,9.616,175.3367
2,34916.364,24976.503,26.83,10.0541,175.6111
2,34916.364,24976.503,28.19,10.3795,176.6324
2,34916.364,24976.503,29.56,10.7685,179.2093
2,34916.364,24976.503,30.92,11.1821,182.7419
2,34916.364,24976.503,32.28,11.4313,183.451
2,34916.364,24976.503,33.65,11.7316,183.7987
2,34916.364,24976.503,35.01,12.0294,185.3536
2,34916.364,24976.503,36.38,12.2656,186.8775
2,34916.364,24976.503,37.74,12.4257,187.2359
2,34916.364,24976.503,39.11,12.5436,186.8387
2,34916.364,24976.503,40.47,12.7709,186.7642
2,34916.364,24976.503,41.83,12.996,186.7652
2,34916.364,24976.503,43.2,13.2413,187.2262
2,34916.364,24976.503,44.56,13.2536,186.7927
2,34916.364,24976.503,45.93,13.3559,187.4207
2,34916.364,24976.503,47.29,13.3918,187.6603
2,34916.364,24976.503,48.66,13.5498,188.7738
2,34916.364,24976.503,50.02,13.5909,188.5487
2,34916.364,24976.503,51.38,13.6697,188.3524
2,34916.364,24976.503,52.75,13.7683,188.5622
2,34916.364,24976.503,54.11,13.8431,188.7532
2,34916.364,24976.503,55.48,14.0287,189.8943
2,34916.364,24976.503,56.84,14.0771,189.9679
2,34916.364,24976.503,58.21,14.0743,189.6864
2,34916.364,24976.503,59.57,14.1198,189.3547
2,34916.364,24976.503,60.93,14.1769,189.2043
2,34916.364,24976.503,62.3,13.9155,182.7746
2,34916.364,24976.503,63.66,13.6719,170.5129
3,34900.791,24976.503,5.0,3.3946,196.6328
3,34900.791,24976.503,6.36,3.8765,276.0291
3,34900.791,24976.503,7.73,4.6477,239.0381
3,34900.791,24976.503,9.09,5.4638,201.6026
3,34900.791,24976.503,10.46,6.2739,188.1613
3,34900.791,24976.503,11.82,7.0176,188.0177
3,34900.791,24976.503,13.19,8.0639,196.7342
3,34900.791,24976.503,14.55,8.8744,194.4065
3,34900.791,24976.503,15.91,9.344,199.2354
3,34900.791,24976.503,17.28,10.0127,203.46
3,34900.791,24976.503,18.64,10.6746,201.4561
3,34900.791,24976.503,20.01,10.9188,200.501
3,34900.791,24976.503,21.37,11.1598,198.9827
3,34900.791,24976.503,22.74,11.4455,197.2773
3,34900.791,24976.503,24.1,11.442,193.7821
3,34900.791,24976.503,25.46,11.751,194.6254
3,34900.791,24976.503,26.83,11.9817,196.5832
3,34900.791,24976.503,28.19,12.1776,199.0095
3,34900.791,24976.503,29.56,12.6009,203.1698
3,34900.791,24976.503,30.92,12.9164,206.153
3,34900.791,24976.503,32.28,13.1257,207.5729
3,34900.791,24976.503,33.65,13.4395,208.6307
3,34900.791,24976.503,35.01,13.6359,208.5645
3,34900.791,24976.503,36.38,14.0465,209.9818
3,34900.791,24976.503,37.74,14.155,209.3108
3,34900.791,24976.503,39.11,14.4141,209.669
3,34900.791,24976.503,40.47,14.4653,208.3113
3,34900.791,24976.503,41.83,14.636,207.2524
3,34900.791,24976.503,43.2,14.7099,205.5833
3,34900.791,24976.503,44.56,14.7529,203.845
3,34900.791,24976.503,45.93,14.8513,202.6285
3,34900.791,24976.503,47.29,15.0086,202.1098
3,34900.791,24976.503,48.66,15.0134,200.7387
3,34900.791,24976.503,50.02,15.0006,199.1444
3,34900.791,24976.503,51.38,15.0001,197.7875
3,34900.791,24976.503,52.75,15.0083,196.3515
3,34900.791,24976.503,54.11,14.9889,194.8224
3,34900.791,24976.503,55.48,14.9334,193.2998
3,34900.791,24976.503,56.84,14.9403,192.3162
3,34900.791,24976.503,58.21,14.9045,191.1363
3,34900.791,24976.503,59.57,14.8728,190.675
3,34900.791,24976.503,60.93,14.8122,190.2473
3,34900.791,24976.503,62.3,14.4286,184.8941
3,34900.791,24976.503,63.66,14.0087,175.5481
4,34886.36,24976.503,5.0,3.9227,264.5782
4,34886.36,24976.503,6.36,4.3729,306.6212
4,34886.36,24976.503,7.73,5.0547,232.2066
4,34886.36,24976.503,9.09,5.6876,183.7903
4,34886.36,24976.503,10.46,6.072,164.9759
4,34886.36,24976.503,11.82,6.3531,149.966
4,34886.36,24976.503,13.19,6.7721,143.1186
4,34886.36,24976.503,14.55,7.1383,141.6253
4,34886.36,24976.503,15.91,7.4123,142.0248
4,34886.36,24976.503,17.28,7.7874,151.2717
4,34886.36,24976.503,18.64,8.1961,155.6786
4,34886.36,24976.503,20.01,8.6278,160.997
4,34886.36,24976.503,21.37,8.8935,161.265
4,34886.36,24976.503,22.74,9.1028,164.4336
4,34886.36,24976.503,24.1,9.4171,170.8403
4,34886.36,24976.503,25.46,9.7286,174.9397
4,34886.36,24976.503,26.83,10.2217,177.8609
4,34886.36,24976.503,28.19,10.4716,179.1581
4,34886.36,24976.503,29.56,10.8467,182.3025
4,34886.36,24976.503,30.92,11.2408,187.1485
4,34886.36,24976.503,32.28,11.522,191.6519
4,34886.36,24976.503,33.65,11.9422,197.5617
4,34886.36,24976.503,35.01,12.2877,201.6196
4,34886.36,24976.503,36.38,12.5917,204.3908
4,34886.36,24976.503,37.74,12.9285,206.951
4,34886.36,24976.503,39.11,13.2274,207.9566
4,34886.36,24976.503,40.47,13.5266,208.4018
4,34886.36,24976.503,41.83,13.8553,208.3375
4,34886.36,24976.503,43.2,14.1439,208.389
4,34886.36,24976.503,44.56,14.2755,207.9611
4,34886.36,24976.503,45.93,14.6072,210.29
4,34886.36,24976.503,47.29,14.6596,210.2407
4,34886.36,24976.503,48.66,14.8429,210.2078
4,34886.36,24976.503,50.02,14.9921,209.6094
4,34886.36,24976.503,51.38,15.1205,208.3613
4,34886.36,24976.503,52.75,15.2023,206.7413
4,34886.36,24976.503,54.11,15.3318,205.8363
4,34886.36,24976.503,55.48,15.3725,204.6232
4,34886.36,24976.503,56.84,15.3959,203.4583
4,34886.36,24976.503,58.21,15.3972,202.4501
4,34886.36,24976.503,59.57,15.367,201.3443
4,34886.36,24976.503,60.93,15.2986,199.8538
4,34886.36,24976.503,62.3,15.0874,195.9301
4,34886.36,24976.503,63.66,15.0774,177.8112
5,34871.978,24976.503,5.0,2.8847,182.6104
5,34871.978,24976.503,6.36,3.7329,254.9558
5,34871.978,24976.503,7.73,4.5156,229.8672
5,34871.978,24976.503,9.09,5.2669,205.274
5,34871.978,24976.503,10.46,6.3975,210.6133
5,34871.978,24976.503,11.82,7.1734,206.9271
5,34871.978,24976.503,13.19,7.9261,200.4529
5,34871.978,24976.503,14.55,8.7992,197.6375
5,34871.978,24976.503,15.91,9.4208,205.5927
5,34871.978,24976.503,17.28,10.2774,207.2931
5,34871.978,24976.503,18.64,10.7729,209.8248
5,34871.978,24976.503,20.01,11.2455,208.9138
5,34871.978,24976.503,21.37,11.7035,208.8468
5,34871.978,24976.503,22.74,12.0691,208.5649
5,34871.978,24976.503,24.1,12.4053,208.4188
5,34871.978,24976.503,25.46,12.8747,209.2512
5,34871.978,24976.503,26.83,13.3022,209.1074
5,34871.978,24976.503,28.19,13.5127,206.9653
5,34871.978,24976.503,29.56,13.6456,204.9582
5,34871.978,24976.503,30.92,13.8684,202.4634
5,34871.978,24976.503,32.28,13.9033,199.2637
5,34871.978,24976.503,33.65,14.1172,198.2899
5,34871.978,24976.503,35.01,14.2602,198.3419
5,34871.978,24976.503,36.38,14.2473,197.5473
5,34871.978,24976.503,37.74,14.3755,197.7824
5,34871.978,24976.503,39.11,14.4145,197.0913
5,34871.978,24976.503,40.47,14.423,195.9222
5,34871.978,24976.503,41.83,14.3819,194.2663
5,34871.978,24976.503,43.2,14.4638,193.2246
5,34871.978,24976.503,44.56,14.5901,192.6791
5,34871.978,24976.503,45.93,14.6389,192.2428
5,34871.978,24976.503,47.29,14.6149,191.936
5,34871.978,24976.503,48.66,14.6523,192.383
5,34871.978,24976.503,50.02,14.5821,191.992
5,34871.978,24976.503,51.38,14.6293,192.3667
5,34871.978,24976.503,52.75,14.615,192.1808
5,34871.978,24976.503,54.11,14.6678,192.5547
5,34871.978,24976.503,55.48,14.6592,192.5829
5,34871.978,24976.503,56.84,14.529,191.7197
5,34871.978,24976.503,58.21,14.581,192.285
5,34871.978,24976.503,59.57,14.5057,191.704
5,34871.978,24976.503,60.93,14.4565,191.2494
5,34871.978,24976.503,62.3,14.4047,190.7745
5,34871.978,24976.503,63.66,14.1405,179.5985
6,34923.555,24977.122,6.36,4.0311,155.6101
6,34923.555,24977.122,7.73,5.1737,234.6662
6,34923.555,24977.122,9.09,5.7924,211.6847
6,34923.555,24977.122,10.46,6.5937,191.7515
6,34923.555,24977.122,11.82,7.3222,188.3579
6,34923.555,24977.122,13.19,8.495,188.6893
6,34923.555,24977.122,14.55,9.3628,192.3898
6,34923.555,24977.122,15.91,9.9719,191.7019
6,34923.555,24977.122,17.28,10.6938,199.0411
6,34923.555,24977.122,18.64,11.1299,201.4243
6,34923.555,24977.122,20.01,11.5872,192.9033
6,34923.555,24977.122,21.37,12.2183,188.1348
6,34923.555,24977.122,22.74,12.581,185.1108
6,34923.555,24977.122,24.1,12.7981,185.9097
6,34923.555,24977.122,25.46,12.9105,193.1072
6,34923.555,24977.122,26.83,12.8697,200.8482
6,34923.555,24977.122,28.19,13.0463,204.8242
6,34923.555,24977.122,29.56,13.2944,204.603
6,34923.555,24977.122,30.92,13.5644,203.431
6,34923.555,24977.122,32.28,13.711,202.3266
6,34923.555,24977.122,33.65,13.793,202.9685
6,34923.555,24977.122,35.01,14.0132,206.3478
6,34923.555,24977.122,36.38,14.1976,208.1136
6,34923.555,24977.122,37.74,14.3818,205.9886
6,34923.555,24977.122,39.11,14.6392,203.5654
6,34923.555,24977.122,40.47,14.7498,201.0484
6,34923.555,24977.122,41.83,14.8602,199.8773
6,34923.555,24977.122,43.2,14.9644,200.7561
6,34923.555,24977.122,44.56,15.0059,202.0612
6,34923.555,24977.122,45.93,15.1325,203.6598
6,34923.555,24977.122,47.29,15.1654,204.1707
6,34923.555,24977.122,48.66,15.2748,204.7417
6,34923.555,24977.122,50.02,15.3067,204.8151
6,34923.555,24977.122,51.38,15.3372,205.4718
6,34923.555,24977.122,52.75,15.3341,205.8411
6,34923.555,24977.122,54.11,15.3792,206.26
6,34923.555,24977.122,55.48,15.4254,205.6087
6,34923.555,24977.122,56.84,15.4863,204.5599
6,34923.555,24977.122,58.21,15.5224,203.1192
6,34923.555,24977.122,59.57,15.5768,201.6015
6,34923.555,24977.122,60.93,15.6431,199.1257
6,34923.555,24977.122,62.3,15.5366,196.0624
6,34923.555,24977.122,63.66,15.5119,178.9364
7,34952.368,24977.122,5.0,6.2354,486.1755
7,34952.368,24977.122,6.36,7.8215,356.1473
7,34952.368,24977.122,7.73,9.6225,267.3758
7,34952.368,24977.122,9.09,11.2457,254.6058
7,34952.368,24977.122,10.46,11.8797,292.3238
7,34952.368,24977.122,11.82,12.8616,272.9575
7,34952.368,24977.122,13.19,13.6761,266.6316
7,34952.368,24977.122,14.55,14.5118,260.6209
7,34952.368,24977.122,15.91,14.8545,255.7046
7,34952.368,24977.122,17.28,15.3564,257.7589
7,34952.368,24977.122,18.64,15.8083,261.0503
7,34952.368,24977.122,20.01,16.3542,251.679
7,34952.368,24977.122,21.37,16.7725,247.404
7,34952.368,24977.122,22.74,17.0371,251.2895
7,34952.368,24977.122,24.1,17.4976,258.7164
7,34952.368,24977.122,25.46,17.5942,261.8414
7,34952.368,24977.122,26.83,17.6354,261.1501
7,34952.368,24977.122,28.19,17.9915,256.0929
7,34952.368,24977.122,29.56,18.3805,248.9907
7,34952.368,24977.122,30.92,18.8372,243.0616
7,34952.368,24977.122,32.28,18.8953,238.4206
7,34952.368,24977.122,33.65,18.8539,237.2751
7,34952.368,24977.122,35.01,18.8198,239.8582
7,34952.368,24977.122,36.38,18.656,240.6885
7,34952.368,24977.122,37.74,18.6784,240.2225
7,34952.368,24977.122,39.11,18.7244,237.1071
7,34952.368,24977.122,40.47,18.8347,233.9776
7,34952.368,24977.122,41.83,18.8084,230.6821
7,34952.368,24977.122,43.2,18.8661,228.6274
7,34952.368,24977.122,44.56,18.8202,226.0828
7,34952.368,24977.122,45.93,18.6987,223.0759
7,34952.368,24977.122,47.29,18.6772,221.302
7,34952.368,24977.122,48.66,18.6116,219.4526
7,34952.368,24977.122,50.02,18.6993,218.5318
7,34952.368,24977.122,51.38,18.5782,216.9972
7,34952.368,24977.122,52.75,18.5484,216.7812
7,34952.368,24977.122,54.11,18.457,216.4392
7,34952.368,24977.122,55.48,18.3213,216.057
7,34952.368,24977.122,56.84,18.158,215.4961
7,34952.368,24977.122,58.21,18.08,215.621
7,34952.368,24977.122,59.57,17.935,215.1469
7,34952.368,24977.122,60.93,17.6027,211.9689
7,34952.368,24977.122,62.3,17.4686,195.2935
7,34952.368,24977.122,63.66,16.6221,189.1623
8,34894.79,24977.122,6.36,2.4982,113.6357
8,34894.79,24977.122,7.73,3.25,192.8923
8,34894.79,24977.122,9.09,4.1423,210.7969
8,34894.79,24977.122,10.46,5.1089,215.361
8,34894.79,24977.122,11.82,6.0987,210.1072
8,34894.79,24977.122,13.19,7.095,187.0276
8,34894.79,24977.122,14.55,8.0987,194.968
8,34894.79,24977.122,15.91,8.8702,197.5533
8,34894.79,24977.122,17.28,9.5801,197.388
8,34894.79,24977.122,18.64,10.0049,207.0717
8,34894.79,24977.122,20.01,10.4977,213.1471
8,34894.79,24977.122,21.37,11.0641,204.6188
8,34894.79,24977.122,22.74,11.6715,200.3767
8,34894.79,24977.122,24.1,12.0316,197.9987
8,34894.79,24977.122,25.46,12.5284,198.6503
8,34894.79,24977.122,26.83,12.8368,204.6034
8,34894.79,24977.122,28.19,12.8945,209.8756
8,34894.79,24977.122,29.56,13.3144,210.2309
8,34894.79,24977.122,30.92,13.6187,206.6908
8,34894.79,24977.122,32.28,13.9524,204.6083
8,34894.79,24977.122,33.65,14.1396,202.5786
8,34894.79,24977.122,35.01,14.2076,201.7629
8,34894.79,24977.122,36.38,14.4768,203.651
8,34894.79,24977.122,37.74,14.6073,204.4744
8,34894.79,24977.122,39.11,14.7351,205.3974
8,34894.79,24977.122,40.47,14.9444,206.0229
8,34894.79,24977.122,41.83,14.9754,205.762
8,34894.79,24977.122,43.2,15.0494,206.2199
8,34894.79,24977.122,44.56,15.1986,207.8517
8,34894.79,24977.122,45.93,15.3516,208.6784
8,34894.79,24977.122,47.29,15.3899,207.8043
8,34894.79,24977.122,48.66,15.5224,207.6701
8,34894.79,24977.122,50.02,15.5747,207.0826
8,34894.79,24977.122,51.38,15.6698,206.749
8,34894.79,24977.122,52.75,15.7191,206.099
8,34894.79,24977.122,54.11,15.8113,205.6629
8,34894.79,24977.122,55.48,15.8621,204.642
8,34894.79,24977.122,56.84,15.8287,203.2532
8,34894.79,24977.122,58.21,15.8539,202.4547
8,34894.79,24977.122,59.57,15.9465,202.1142
8,34894.79,24977.122,60.93,15.8976,201.1201
8,34894.79,24977.122,62.3,15.8786,200.6255
8,34894.79,24977.122,63.66,15.7211,198.3308
9,34880.359,24977.122,5.0,4.1062,229.3027
9,34880.359,24977.122,6.36,5.0156,316.8414
9,34880.359,24977.122,7.73,6.2361,259.9597
9,34880.359,24977.122,9.09,7.5534,255.3926
9,34880.359,24977.122,10.46,8.5465,221.8162
9,34880.359,24977.122,11.82,9.7456,200.3594
9,34880.359,24977.122,13.19,10.4216,205.215
9,34880.359,24977.122,14.55,11.1462,206.7083
9,34880.359,24977.122,15.91,11.5989,220.3905
9,34880.359,24977.122,17.28,12.0458,240.4024
9,34880.359,24977.122,18.64,12.7408,246.0255
9,34880.359,24977.122,20.01,13.4364,243.3732
9,34880.359,24977.122,21.37,14.0356,240.1994
9,34880.359,24977.122,22.74,14.5551,237.3224
9,34880.359,24977.122,24.1,14.8236,235.0936
9,34880.359,24977.122,25.46,15.1515,236.1209
9,34880.359,24977.122,26.83,15.3533,237.9985
9,34880.359,24977.122,28.19,15.6352,239.8544
9,34880.359,24977.122,29.56,15.9127,236.081
9,34880.359,24977.122,30.92,16.21,230.6077
9,34880.359,24977.122,32.28,16.3791,228.6866
9,34880.359,24977.122,33.65,16.4847,229.8122
9,34880.359,24977.122,35.01,16.7389,233.3733
9,34880.359,24977.122,36.38,16.7332,232.3447
9,34880.359,24977.122,37.74,16.8757,231.1437
9,34880.359,24977.122,39.11,17.073,230.104
9,34880.359,24977.122,40.47,17.3122,230.6874
9,34880.359,24977.122,41.83,17.1848,230.0757
9,34880.359,24977.122,43.2,17.2848,232.3953
9,34880.359,24977.122,44.56,17.3442,233.074
9,34880.359,24977.122,45.93,17.2896,231.5409
9,34880.359,24977.122,47.29,17.4243,230.97
9,34880.359,24977.122,48.66,17.4131,228.9121
9,34880.359,24977.122,50.02,17.3856,226.9975
9,34880.359,24977.122,51.38,17.3431,224.9346
9,34880.359,24977.122,52.75,17.3262,222.6727
9,34880.359,24977.122,54.11,17.3607,220.3012
9,34880.359,24977.122,55.48,17.2833,217.4155
9,34880.359,24977.122,56.84,17.2348,214.8302
9,34880.359,24977.122,58.21,17.1441,212.2294
9,34880.359,24977.122,59.57,17.0508,210.1137
9,34880.359,24977.122,60.93,17.0031,208.6487
9,34880.359,24977.122,62.3,16.5945,198.7848
9,34880.359,24977.122,63.66,15.9651,192.2893
10,34946.368,24977.122,5.0,3.774,147.5431
10,34946.368,24977.122,6.36,5.0223,223.6947
10,34946.368,24977.122,7.73,5.8505,238.5886
10,34946.368,24977.122,9.09,7.3314,204.7566
10,34946.368,24977.122,10.46,8.1697,207.4412
10,34946.368,24977.122,11.82,9.3016,185.4273
10,34946.368,24977.122,13.19,9.8182,184.8531
10,34946.368,24977.122,14.55,10.2306,185.9299
10,34946.368,24977.122,15.91,10.6971,185.1162
10,34946.368,24977.122,17.28,11.1597,185.5595
10,34946.368,24977.122,18.64,11.5417,197.2073
10,34946.368,24977.122,20.01,11.8321,207.822
10,34946.368,24977.122,21.37,12.3337,206.8472
10,34946.368,24977.122,22.74,12.869,203.5742
10,34946.368,24977.122,24.1,13.4798,206.4019
10,34946.368,24977.122,25.46,13.7407,213.5815
10,34946.368,24977.122,26.83,14.0273,222.6137
10,34946.368,24977.122,28.19,14.3579,223.3706
10,34946.368,24977.122,29.56,14.7166,216.8895
10,34946.368,24977.122,30.92,15.1372,212.3074
10,34946.368,24977.122,32.28,15.5931,210.8546
10,34946.368,24977.122,33.65,15.6199,211.2161
10,34946.368,24977.122,35.01,15.7761,215.6814
10,34946.368,24977.122,36.38,16.0564,218.8605
10,34946.368,24977.122,37.74,16.1805,218.8635
10,34946.368,24977.122,39.11,16.2657,216.3141
10,34946.368,24977.122,40.47,16.471,214.0551
10,34946.368,24977.122,41.83,16.5541,212.4597
10,34946.368,24977.122,43.2,16.7295,212.7331
10,34946.368,24977.122,44.56,16.804,212.6976
10,34946.368,24977.122,45.93,16.8238,212.4799
10,34946.368,24977.122,47.29,16.8483,212.8753
10,34946.368,24977.122,48.66,16.9439,213.4394
10,34946.368,24977.122,50.02,16.9125,213.3035
10,34946.368,24977.122,51.38,16.9006,213.7218
10,34946.368,24977.122,52.75,16.805,213.6227
10,34946.368,24977.122,54.11,16.79,213.4294
10,34946.368,24977.122,55.48,16.8304,212.8578
10,34946.368,24977.122,56.84,16.8608,211.7634
10,34946.368,24977.122,58.21,16.8657,209.9996
10,34946.368,24977.122,59.57,16.8718,208.0643
10,34946.368,24977.122,60.93,16.8299,206.0104
10,34946.368,24977.122,62.3,16.6017,198.4951
10,34946.368,24977.122,63.66,16.4989,182.6435
11,34933.176,24977.693,5.0,5.6787,335.9334
11,34933.176,24977.693,6.36,7.4731,286.6876
11,34933.176,24977.693,7.73,9.2976,291.679
11,34933.176,24977.693,9.09,11.3288,272.0415
11,34933.176,24977.693,10.46,12.7368,277.1286
11,34933.176,24977.693,11.82,14.2116,279.0378
11,34933.176,24977.693,13.19,15.2833,282.5948
11,34933.176,24977.693,14.55,16.2002,285.9422
11,34933.176,24977.693,15.91,17.1765,298.7669
11,34933.176,24977.693,17.28,17.4885,322.8946
11,34933.176,24977.693,18.64,18.4965,311.689
11,34933.176,24977.693,20.01,19.4295,290.756
11,34933.176,24977.693,21.37,19.8663,279.2292
11,34933.176,24977.693,22.74,20.4813,274.6964
11,34933.176,24977.693,24.1,20.7627,271.8066
11,34933.176,24977.693,25.46,20.9257,276.3194
11,34933.176,24977.693,26.83,20.5758,278.9053
11,34933.176,24977.693,28.19,20.7013,278.9461
11,34933.176,24977.693,29.56,20.9456,274.0063
11,34933.176,24977.693,30.92,21.2313,268.4993
11,34933.176,24977.693,32.28,21.1305,262.7223
11,34933.176,24977.693,33.65,21.3061,261.3636
11,34933.176,24977.693,35.01,21.1372,258.6517
11,34933.176,24977.693,36.38,21.116,256.4938
11,34933.176,24977.693,37.74,20.9826,252.926
11,34933.176,24977.693,39.11,21.0587,249.5385
11,34933.176,24977.693,40.47,20.8883,244.2214
11,34933.176,24977.693,41.83,20.8708,239.553
11,34933.176,24977.693,43.2,20.8459,236.1222
11,34933.176,24977.693,44.56,20.7374,233.2051
11,34933.176,24977.693,45.93,20.6084,230.9754
11,34933.176,24977.693,47.29,20.4088,229.6945
11,34933.176,24977.693,48.66,20.2416,228.7517
11,34933.176,24977.693,50.02,20.1628,228.2874
11,34933.176,24977.693,51.38,20.0234,227.9777
11,34933.176,24977.693,52.75,19.7303,226.7123
11,34933.176,24977.693,54.11,19.5694,226.9907
11,34933.176,24977.693,55.48,19.3707,226.6569
11,34933.176,24977.693,56.84,19.215,226.711
11,34933.176,24977.693,58.21,18.963,225.9097
11,34933.176,24977.693,59.57,18.8292,225.3447
11,34933.176,24977.693,60.93,18.7312,224.7233
11,34933.176,24977.693,62.3,18.1457,217.7688
11,34933.176,24977.693,63.66,18.3231,197.5949
12,34917.555,24977.693,6.36,2.8193,112.261
12,34917.555,24977.693,7.73,3.3764,182.4682
12,34917.555,24977.693,9.09,4.1298,181.6899
12,34917.555,24977.693,10.46,4.6998,173.5832
12,34917.555,24977.693,11.82,5.2843,165.1664
12,34917.555,24977.693,13.19,5.941,145.6719
12,34917.555,24977.693,14.55,6.5743,146.0905
12,34917.555,24977.693,15.91,7.2023,152.0532
12,34917.555,24977.693,17.28,7.8157,153.0083
12,34917.555,24977.693,18.64,8.2038,162.3258
12,34917.555,24977.693,20.01,8.6437,174.0549
12,34917.555,24977.693,21.37,9.1031,168.3482
12,34917.555,24977.693,22.74,9.5525,166.8555
12,34917.555,24977.693,24.1,9.8885,170.0927
12,34917.555,24977.693,25.46,10.5184,174.0384
